date,time,tweet,tweetid
2017-01-08 02:07:09+00:00,02:07:09,"I look very much forward to meeting Prime Minister Theresa May in Washington in the Spring. Britain, a longtime U.S. ally, is very special!",817915516018892000
2017-01-08 16:36:46+00:00,16:36:46,"""@KellyannePolls: Welcome to President and Mrs. Bush.  
https://t.co/I1K4nj1gVu"" Very nice!",818134360712953000
2017-01-08 16:39:14+00:00,16:39:14,"""@FoxNews: ""We certainly don’t want intelligence interfering with politics and we don’t want politics interfe… https://t.co/bwDjEg1d7S""",818134981344165000
2017-01-08 16:46:07+00:00,16:46:07,Kellyanne Conway went to @MeetThePress this morning for an interview with @chucktodd. Dishonest media cut out 9 of her 10 minutes. Terrible!,818136714396975000
2017-01-08 16:57:46+00:00,16:57:46,"RT @MeetThePress: Watch our interview with @KellyannePolls: Russia ""did not succeed"" in attempts to sway election https://t.co/EZhgUIUbYx #…",818139647687753000
2017-01-08 18:56:20+00:00,18:56:20,"Before I, or anyone, saw the classified and/or highly confidential hacking intelligence report, it was leaked out to @NBCNews. So serious!",818169485169410000
2017-01-09 04:05:31+00:00,04:05:31,Dishonest media says Mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly. Media is fake!,818307689323368000
2017-01-09 11:17:40+00:00,11:17:40,Rupert Murdoch is a great guy who likes me much better as a very successful candidate than he ever did as a very successful developer!,818416446527172000
2017-01-09 11:27:50+00:00,11:27:50,"Meryl Streep, one of the most over-rated actresses in Hollywood, doesn't know me but attacked last night at the Golden Globes. She is a.....",818419002548568000
2017-01-09 11:36:02+00:00,11:36:02,"Hillary flunky who lost big. For the 100th time, I never ""mocked"" a disabled reporter (would never do that) but simply showed him.......",818421066859167000
2017-01-09 11:43:26+00:00,11:43:26,"""groveling"" when he totally changed a 16 year old story that he had written in order to make me look bad. Just more very dishonest media!",818422930157830000
2017-01-09 14:14:10+00:00,14:14:10,"It's finally happening - Fiat Chrysler just announced plans to invest $1BILLION in Michigan and Ohio plants, adding 2000 jobs. This after...",818460862675558000
2017-01-09 14:16:34+00:00,14:16:34,Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford &amp; Fiat C!,818461467766824000
2017-01-09 22:32:33+00:00,22:32:33,An old picture with Nancy and Ronald Reagan. https://t.co/8kvQ1PzPAf,818586286034485000
2017-01-10 02:20:01+00:00,02:20:01,"Thank you to all of the men and women who protect &amp; serve our communities 24/7/365! 
#LawEnforcementAppreciationDay… https://t.co/aqUbDipSgv",818643528905621000
2017-01-10 15:26:22+00:00,15:26:22,"'U.S. Small-Business Optimism Index Surges by Most Since 1980'
https://t.co/X22x1BttdG",818841421364989000
2017-01-10 20:50:31+00:00,20:50:31,'Small business optimism soars after Trump election' https://t.co/WjBaTp824U,818922995980845000
2017-01-10 22:30:53+00:00,22:30:53,"'Trump Helps Lift Small Business Confidence to 12-Yr. High'
https://t.co/MhbABREhzt https://t.co/CWAvJ4fRdx",818948254943604000
2017-01-11 01:19:23+00:00,01:19:23,FAKE NEWS - A TOTAL POLITICAL WITCH HUNT!,818990655418617000
2017-01-11 01:35:41+00:00,01:35:41,"RT @MichaelCohen212: I have never been to Prague in my life. #fakenews https://t.co/CMil9Rha3D",818994757569564000
2017-01-11 02:00:11+00:00,02:00:11,"'BuzzFeed Runs Unverifiable Trump-Russia Claims' #FakeNews 
https://t.co/d6daCFZHNh",819000924207251000
2017-01-11 12:13:40+00:00,12:13:40,"Russia just said the unverified report paid for by political opponents is ""A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE."" Very unfair!",819155311793700000
2017-01-11 12:31:31+00:00,12:31:31,"Russia has never tried to use leverage over me. I HAVE NOTHING TO DO WITH RUSSIA - NO DEALS, NO LOANS, NO NOTHING!",819159806489591000
2017-01-11 12:44:05+00:00,12:44:05,"I win an election easily, a great ""movement"" is verified, and crooked opponents try to belittle our victory with FAKE NEWS. A sorry state!",819162968592183000
2017-01-11 12:48:52+00:00,12:48:52,"Intelligence agencies should never have allowed this fake news to ""leak"" into the public. One last shot at me.Are we living in Nazi Germany?",819164172781060000
2017-01-12 04:01:38+00:00,04:01:38,We had a great News Conference at Trump Tower today. A couple of FAKE NEWS organizations were there but the people truly get what's going on,819393877174087000
2017-01-12 12:23:45+00:00,12:23:45,"James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!",819520238446411000
2017-01-12 13:50:13+00:00,13:50:13,Thank you to Linda Bean of L.L.Bean for your great support and courage. People will support you even more now. Buy L.L.Bean. @LBPerfectMaine,819541997325316000
2017-01-12 14:22:21+00:00,14:22:21,.@CNN is in a total meltdown with their FAKE NEWS because their ratings are tanking since election and their credibility will soon be gone!,819550083742109000
2017-01-12 17:41:11+00:00,17:41:11,"Congrats to the Senate for taking the first step to #RepealObamacare- now it's onto the House!",819600124133474000
2017-01-13 10:49:34+00:00,10:49:34,"All of my Cabinet nominee are looking good and doing a great job. I want them to be themselves and express their own thoughts, not mine!",819858926455967000
2017-01-13 11:05:55+00:00,11:05:55,It now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued....,819863039902097000
2017-01-13 11:11:13+00:00,11:11:13,"Totally made up facts by sleazebag political operatives, both Democrats and Republicans - FAKE NEWS! Russia says nothing exists. Probably...",819864373988573000
2017-01-13 11:16:54+00:00,11:16:54,"released by ""Intelligence"" even knowing there is no proof, and never will be. My people will have a full report on hacking within 90 days!",819865802849587000
2017-01-13 11:22:38+00:00,11:22:38,What are Hillary Clinton's people complaining about with respect to the F.B.I. Based on the information they had she should never.....,819867246352801000
2017-01-13 11:25:54+00:00,11:25:54,have been allowed to run - guilty as hell. They were VERY nice to her. She lost because she campaigned in the wrong states - no enthusiasm!,819868066364461000
2017-01-13 11:33:24+00:00,11:33:24,"The ""Unaffordable"" Care Act will soon be history!",819869953692155000
2017-01-13 17:42:42+00:00,17:42:42,"A beautiful funeral today for a real NYC hero, Detective Steven McDonald. Our law enforcement community has my complete and total support.",819962894616064000
2017-01-14 12:50:26+00:00,12:50:26,"Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to......",820251730407473000
2017-01-14 13:07:12+00:00,13:07:12,"mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!",820255947956383000
2017-01-14 13:14:13+00:00,13:14:13,"INTELLIGENCE INSIDERS NOW CLAIM THE TRUMP DOSSIER IS ""A COMPLETE FRAUD!""  @OANN",820257714362314000
2017-01-15 00:22:01+00:00,00:22:01,Congressman John Lewis should finally focus on the burning and crime infested inner-cities of the U.S. I can use all the help I can get!,820425770925338000
2017-01-15 01:58:57+00:00,01:58:57,"Inauguration Day is turning out to be even bigger than expected. January 20th, Washington D.C. Have fun!",820450166331346000
2017-01-15 13:59:29+00:00,13:59:29,"The Democrats are most angry that so many Obama Democrats voted for me. With all of the jobs I am bringing back to our Nation, that number..",820631495660408000
2017-01-15 14:02:41+00:00,14:02:41,"will only get higher. Car companies and others, if they want to do business in our country, have to start making things here again. WIN!",820632299037409000
2017-01-15 19:00:21+00:00,19:00:21,"For many years our country has been divided, angry and untrusting. Many say it will never change, the hatred is too deep. IT WILL CHANGE!!!!",820707210565132000
2017-01-15 20:04:38+00:00,20:04:38,"Thank you to Bob Woodward who said, ""That is a garbage document...it never should have been presented...Trump's right to be upset (angry)...",820723387995717000
2017-01-15 20:13:00+00:00,20:13:00,"about that...Those Intelligence chiefs made a mistake here, &amp; when people make mistakes, they should APOLOGIZE."" Media should also apologize",820725491812487000
2017-01-15 22:46:33+00:00,22:46:33,".@NBCNews is bad but Saturday Night Live is the worst of NBC. Not funny, cast is terrible, always a complete hit job. Really bad television!",820764134857969000
2017-01-16 00:16:20+00:00,00:16:20,".@FoxNews ""Outgoing CIA Chief, John Brennan, blasts Pres-Elect Trump on Russia threat. Does not fully understand."" Oh really, couldn't do...",820786730257285000
2017-01-16 00:29:05+00:00,00:29:05,"much worse - just look at Syria (red line), Crimea, Ukraine and the build-up of Russian nukes. Not good! Was this the leaker of Fake News?",820789938887294000
2017-01-16 13:54:52+00:00,13:54:52,Celebrate Martin Luther King Day and all of the many wonderful things that he stood for. Honor him for being the great man that he was!,820992721120854000
2017-01-17 01:42:18+00:00,01:42:18,"""@levisteveholt: @realDonaldTrump I appreciate your use of Twitter to keep us informed and maintain transparency."" Very dishonest media!",821170750983995000
2017-01-17 01:49:38+00:00,01:49:38,"At 9:00 P.M. @CNN, of all places, is doing a Special Report on my daughter, Ivanka. Considering it is CNN, can't imagine it will be great!",821172595869577000
2017-01-17 02:08:21+00:00,02:08:21,"""@drgoodspine: @realDonaldTrump @Ivanka Trump is great, a woman with real character and class.""",821177307708661000
2017-01-17 13:05:10+00:00,13:05:10,"People are pouring into Washington in record numbers. Bikers for Trump are on their way. It will be a great Thursday, Friday and Saturday!",821342600322043000
2017-01-17 13:11:56+00:00,13:11:56,"The same people who did the phony election polls, and were so wrong, are now doing approval rating polls. They are rigged just like before.",821344302651555000
2017-01-17 14:30:19+00:00,14:30:19,"With all of the jobs I am bringing back into the U.S. (even before taking office), with all of the new auto plants coming back into our.....",821364027506966000
2017-01-17 14:36:26+00:00,14:36:26,"country and with the massive cost reductions I have negotiated on military purchases and more, I believe the people are seeing ""big stuff.""",821365569366671000
2017-01-17 14:46:27+00:00,14:46:27,"John Lewis said about my inauguration, ""It will be the first one that I've missed."" WRONG (or lie)! He boycotted Bush 43 also because he...",821368088935432000
2017-01-17 14:52:39+00:00,14:52:39,"""thought it would be hypocritical to attend Bush's swearing-in....he doesn't believe Bush is the true elected president."" Sound familiar! WP",821369651968012000
2017-01-17 17:36:45+00:00,17:36:45,"""How Trump Won--And How The Media Missed It"" https://t.co/Hfab41h65X",821410947864653000
2017-01-17 17:55:38+00:00,17:55:38,Thank you to General Motors and Walmart for starting the big jobs push back into the U.S.!,821415698278875000
2017-01-17 19:36:21+00:00,19:36:21,"RT @MoskowitzEva: .@BetsyDeVos has the talent, commitment, and leadership capacity to revitalize our public schools and deliver the promise…",821441044097224000
2017-01-17 19:58:10+00:00,19:58:10,"RT @EricTrump: Thank you to @GolfDigest for this incredible feature! ""Golfer-in-Chief"" @RealDonaldTrump https://t.co/vpdY4jNbI4 https://t.c…",821446536278274000
2017-01-18 11:53:24+00:00,11:53:24,Will be interviewed by @ainsleyearhardt on @foxandfriends - Enjoy!,821686928680583000
2017-01-18 12:34:09+00:00,12:34:09,"Totally biased @NBCNews went out of its way to say that the big announcement from Ford, G.M., Lockheed &amp; others that jobs are coming back...",821697182235496000
2017-01-18 12:44:03+00:00,12:44:03,"to the U.S., but had nothing to do with TRUMP, is more FAKE NEWS. Ask top CEO's of those companies for real facts. Came back because of me!",821699672687448000
2017-01-18 13:00:51+00:00,13:00:51,"""Bayer AG has pledged to add U.S. jobs and investments after meeting with President-elect Donald Trump, the latest in a string..."" @WSJ",821703902940827000
2017-01-18 13:06:58+00:00,13:06:58,No wonder the Today Show on biased @NBC is doing so badly compared to its glorious past. Little credibility!,821705440178348000
2017-01-18 14:03:53+00:00,14:03:53,.@TheAlabamaBand was great last night in D.C. playing for 147 Diplomats and Ambassadors from countries around the world. Thanks Alabama!,821719763214880000
2017-01-18 17:33:25+00:00,17:33:25,"Writing my inaugural address at the Winter White House, Mar-a-Lago, three weeks ago. Looking forward to Friday.… https://t.co/J0ojOXjrga",821772494864580000
2017-01-18 22:21:02+00:00,22:21:02,"Looking forward to a speedy recovery for George and Barbara Bush, both hospitalized. Thank you for your wonderful letter!",821844875268255000
2017-01-19 01:54:13+00:00,01:54:13,"Great seeing @TheLeeGreenwood  and Kimberly at this evenings VP dinner! #GodBlessTheUSA https://t.co/SxVmaWvOFT",821898525432811000
2017-01-19 04:01:40+00:00,04:01:40,Thank you to our amazing Wounded Warriors for their service. It was an honor to be with them tonight in D.C.… https://t.co/Qj5cpfaykD,821930600290521000
2017-01-19 12:52:22+00:00,12:52:22,"""It wasn't Donald Trump that divided this country, this country has been divided for a long time!"" Stated today by Reverend Franklin Graham.",822064153426857000
2017-01-19 13:00:13+00:00,13:00:13,"Getting ready to leave for Washington, D.C. The journey begins and I will be working and fighting very hard to make it a great journey for..",822066132307808000
2017-01-19 13:02:18+00:00,13:02:18,"the American people. I have no doubt that we will, together, MAKE AMERICA GREAT AGAIN!",822066653953458000
2017-01-19 20:13:57+00:00,20:13:57,"On my way! #Inauguration2017 https://t.co/hOuMbxGnpe",822175285151928000
2017-01-19 20:18:32+00:00,20:18:32,Great Concert at 4:00 P.M. today at Lincoln Memorial. Enjoy!,822176438627536000
2017-01-19 20:21:36+00:00,20:21:36,"Join me at 4pm over at the Lincoln Memorial with my family!
#Inauguration2017 https://t.co/GQeQpJOgWz",822177206633955000
2017-01-20 00:40:51+00:00,00:40:51,"Thank you for joining us at the Lincoln Memorial tonight- a very special evening! Together, we are going to MAKE AM… https://t.co/OSxa3BamHs",822242449053614000
2017-01-20 04:24:33+00:00,04:24:33,"Thank you for a wonderful evening in Washington, D.C. #Inauguration https://t.co/a6xpFQTHj5",822298747421986000
2017-01-20 12:31:53+00:00,12:31:53,It all begins today! I will see you at 11:00 A.M. for the swearing-in. THE MOVEMENT CONTINUES - THE WORK BEGINS!,822421390125043000
2017-01-20 17:51:25+00:00,17:51:25,"Today we are not merely transferring power from one Administration to another, or from one party to another – but we are transferring...",822501803615014000
2017-01-20 17:51:58+00:00,17:51:58,"power from Washington, D.C. and giving it back to you, the American People. #InaugurationDay",822501939267141000
2017-01-20 17:52:45+00:00,17:52:45,"What truly matters is not which party controls our government, but whether our government is controlled by the people.",822502135233384000
2017-01-20 17:53:17+00:00,17:53:17,"January 20th 2017, will be remembered as the day the people became the rulers of this nation again.",822502270503972000
2017-01-20 17:54:36+00:00,17:54:36,We will bring back our jobs. We will bring back our borders. We will bring back our wealth - and we will bring back our dreams!,822502601304526000
2017-01-20 17:58:24+00:00,17:58:24,It is time to remember that...https://t.co/ZKyOiOor62,822503558369181000
2017-01-20 18:00:43+00:00,18:00:43,"So to all Americans, in every city near and far, small and large, from mountain to mountain...https://t.co/cZKkrGXLSi",822504142178500000
2017-01-21 11:53:41+00:00,11:53:41,A fantastic day and evening in Washington D.C.Thank you to @FoxNews and so many other news outlets for the GREAT reviews of the speech!,822774162011910000
2017-01-21 23:54:31+00:00,23:54:31,"RT @WhiteHouse: ""Do not allow anyone to tell you that it cannot be done. No challenge can match the HEART and FIGHT and SPIRIT of America.""…",822955565949272000
2017-01-22 12:35:09+00:00,12:35:09,"Had a great meeting at CIA Headquarters yesterday, packed house, paid great respect to Wall, long standing ovations, amazing people. WIN!",823146987117772000
2017-01-22 12:47:21+00:00,12:47:21,Watched protests yesterday but was under the impression that we just had an election! Why didn't these people vote? Celebs hurt cause badly.,823150055418920000
2017-01-22 12:51:36+00:00,12:51:36,"Wow, television ratings just out: 31 million people watched the Inauguration, 11 million more than the very good ratings from 4 years ago!",823151124815507000
2017-01-22 14:23:17+00:00,14:23:17,"Peaceful protests are a hallmark of our democracy. Even if I don't always agree, I recognize the rights of people to express their views.",823174199036542000
2017-01-23 11:38:16+00:00,11:38:16,Busy week planned with a heavy focus on jobs and national security. Top executives coming in at 9:00 A.M. to talk manufacturing in America.,823495059010109000
2017-01-24 11:11:47+00:00,11:11:47,Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here for cars sold here!,823850781946343000
2017-01-24 16:58:06+00:00,16:58:06,A photo delivered yesterday that will be displayed in the upper/lower press hall. Thank you Abbas! https://t.co/Uzp0ivvRp0,823937936056008000
2017-01-24 17:04:01+00:00,17:04:01,"Great meeting with automobile industry leaders at the @WhiteHouse this morning. Together, we will #MAGA! https://t.co/OXdiLOkGsZ",823939422743830000
2017-01-24 17:49:17+00:00,17:49:17,Signing orders to move forward with the construction of the Keystone XL and Dakota Access pipelines in the Oval Off… https://t.co/aOxmfO0vOK,823950814163140000
2017-01-25 00:46:57+00:00,00:46:57,Great meeting with Ford CEO Mark Fields and General Motors CEO Mary Barra at the @WhiteHouse today. https://t.co/T0eIgO6LP8,824055927200423000
2017-01-25 02:16:19+00:00,02:16:19,Congratulations to @FoxNews for being number one in inauguration ratings. They were many times higher than FAKE NEWS @CNN - public is smart!,824078417213747000
2017-01-25 02:25:40+00:00,02:25:40,"If Chicago doesn't fix the horrible ""carnage"" going on, 228 shootings in 2017 with 42 killings (up 24% from 2016), I will send in the Feds!",824080766288228000
2017-01-25 02:37:48+00:00,02:37:48,"Big day planned on NATIONAL SECURITY tomorrow. Among many other things, we will build the wall!",824083821889015000
2017-01-25 12:10:01+00:00,12:10:01,"I will be asking for a major investigation into VOTER FRAUD, including those registered to vote in two states, those who are illegal and....",824227824903090000
2017-01-25 12:13:46+00:00,12:13:46,"even, those registered to vote who are dead (and many for a long time). Depending on results, we will strengthen up voting procedures!",824228768227217000
2017-01-25 12:17:01+00:00,12:17:01,I will be making my Supreme Court pick on Thursday of next week.Thank you!,824229586091307000
2017-01-25 22:05:59+00:00,22:05:59,I will be interviewed by @DavidMuir tonight at 10 o'clock on @ABC. Will be my first interview from the White House.… https://t.co/4zuOrRdcoc,824377804590563000
2017-01-26 00:03:33+00:00,00:03:33,"Beginning today, the United States of America gets back control of its borders. Full speech from today @DHSgov:… https://t.co/8aDaHsAhg9",824407390674157000
2017-01-26 02:14:56+00:00,02:14:56,"As your President, I have no higher duty than to protect the lives of the American people. https://t.co/o7YNUNwb8f",824440456813707000
2017-01-26 02:45:32+00:00,02:45:32,"""@romoabcnews: .@DavidMuir first @POTUS interview since taking office.  Tonight on @ABCWorldNews @ABC2020 tonight. https://t.co/I4Vz1mRdBK""",824448156935081000
2017-01-26 02:48:25+00:00,02:48:25,Interview with David Muir of @ABC News in 10 minutes. Enjoy!,824448880993509000
2017-01-26 11:04:24+00:00,11:04:24,"Ungrateful TRAITOR Chelsea Manning, who should never have been released from prison, is now calling President Obama a weak leader. Terrible!",824573698774601000
2017-01-26 13:51:46+00:00,13:51:46,The U.S. has a 60 billion dollar trade deficit with Mexico. It has been a one-sided deal from the beginning of NAFTA with massive numbers...,824615820391305000
2017-01-26 13:55:03+00:00,13:55:03,"of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall, then it would be better to cancel the upcoming meeting.",824616644370714000
2017-01-26 19:21:17+00:00,19:21:17,"Spoke at the Congressional @GOP Retreat in Philadelphia, PA. this afternoon w/ @VP, @SenateMajLdr, @SpeakerRyan. Th… https://t.co/ALSADGrwoe",824698743630995000
2017-01-26 23:45:28+00:00,23:45:28,Will be interviewed by @SeanHannity on @FoxNews at 10:00pm tonight. Enjoy!,824765229527605000
2017-01-26 23:53:37+00:00,23:53:37,Miami-Dade Mayor drops sanctuary policy. Right decision. Strong! https://t.co/MtPvaDC4jM,824767281146245000
2017-01-27 13:12:52+00:00,13:12:52,"Look forward to seeing final results of VoteStand. Gregg Phillips and crew say at least 3,000,000 votes were illegal. We must do better!",824968416486387000
2017-01-27 13:19:10+00:00,13:19:10,"Mexico has taken advantage of the U.S. for long enough. Massive trade deficits &amp; little help on the very weak border must change, NOW!",824970003153842000
2017-01-27 16:27:02+00:00,16:27:02,"The #MarchForLife is so important. To all of you marching --- you have my full support!",825017279209410000
2017-01-27 16:30:29+00:00,16:30:29,".@VP Mike Pence will be speaking at today's #MarchForLife -- You have our full support! https://t.co/1jb53SEGV4",825018149397463000
2017-01-27 20:20:15+00:00,20:20:15,Statement on International Holocaust Remembrance Day: https://t.co/KjU0MOxCHk,825075972659613000
2017-01-27 22:00:47+00:00,22:00:47,Congratulations Secretary Mattis! https://t.co/mkuhbegzqS,825101272982355000
