R29494,R28882
R84606,R64828
R72349,R19630
R78342,R56738
R98888,R88806
R26488,R40846
R95539,R17316
R19992,R19211
R65847,R66336
R14271,R80062
R66108,R75602
R67047,R51310
R97432,R43561
R98461,R77763
R49035,R37601
R66762,R92909
R33163,R85502
R80140,R49109
R62569,R34075
R84588,R74621
R55394,R34957
R72315,R97292
R84738,R65278
R80701,R58842
R66915,R47755
R83733,R33412
R16125,R64670
R22479,R80922
R48871,R62828
R23452,R13339
R13204,R99547
R81473,R19939
R62276,R80975
R26731,R44826
R96783,R83396
R82523,R69537
R95891,R91530
R18646,R56113
R34332,R42514
R97401,R41669
R85686,R29833
R29108,R97317
R77144,R59054
R39437,R10803
R35103,R31998
R68813,R21886
R29595,R51206
R28111,R69049
R10371,R54511
R55078,R36659
R25949,R24592
R77251,R64449
R48878,R49492
R15567,R72169
R90792,R73101
R58560,R89797
R23303,R38531
R21506,R28369
R43352,R36294
R22735,R84433
R86883,R71819
R98841,R54128
R24661,R19368
R53890,R42650
R88814,R90953
R40146,R31127
R15805,R21046
R19501,R80547
R27040,R38225
R28338,R64960
R16841,R99458
R38103,R26670
R65173,R14456
R83937,R91642
R73172,R75821
R31390,R13660
R93473,R71102
R69227,R54330
R72843,R57502
R36154,R35624
R44828,R37305
R25544,R38373
R32791,R70680
R48383,R13984
R70213,R50351
R96198,R94421
R66255,R61301
R16361,R96654
R18441,R28682
R81816,R30489
R67159,R29744
R80261,R73281
R88118,R39027
R36302,R82509
R80265,R71686
R63402,R79227
R62578,R99964
R36925,R34282
R45179,R61418
R24755,R66682
R50207,R33353
R46385,R58591
R58924,R69197
R68620,R70246
R16945,R63721
R53138,R72328
R89126,R33463
R79503,R94312
R64872,R51709
R75744,R57990
R62494,R53007
R77700,R16455
R87233,R84394
R99291,R93056
R83512,R87270
R15112,R23262
R86682,R36991
R99042,R27745
R79866,R43636
R25284,R81837
R87807,R35039
R28188,R91833
R54147,R15751
R89211,R89943
R67589,R12426
R42003,R49835
R86419,R81068
R10655,R37438
R20027,R70048
R37754,R11822
R88756,R68483
R18082,R76041
R99104,R79603
R78745,R22544
R63138,R15315
R24525,R27585
R13354,R16591
R46748,R87694
R36344,R12279
R70507,R98198
R81930,R64807
R20577,R24990
R65685,R41254
R20970,R65808
R19228,R10114
R54737,R52271
R66489,R10559
R81657,R55833
R42679,R57625
R18628,R34812
R13925,R85300
R66805,R31561
R42192,R44403
R74467,R78891
R74161,R21947
R55105,R97003
R68412,R85011
R98583,R25590
R97996,R31791
R20884,R83357
R38560,R12594
R22068,R86432
R38069,R46782
R64223,R72264
R75731,R31605
R41003,R46925
R36329,R73255
R63072,R37854
R40591,R27619
R23638,R52533
R79795,R56228
R42343,R20653
R95785,R92356
R32215,R41685
R11032,R27280
R65183,R56717
R52555,R63076
R20990,R82146
R39035,R78769
R13707,R91841
R50759,R26187
R85475,R18763
R43287,R85898
R93406,R77048
R53609,R99069
R98676,R42243
R98958,R73345
R13485,R97176
R71532,R53220
R62200,R66911
R14919,R90197
R67499,R43591
R56543,R98499
R43223,R27293
R26082,R88966
R58154,R69497
R80268,R34281
R29913,R44257
R78952,R39647
R86304,R48665
R51549,R23073
R66630,R99953
R84587,R65674
R23312,R19353
R98825,R43205
R31140,R28566
R47423,R60174
R36395,R57412
R55232,R35483
R55191,R16098
R70288,R33455
R15076,R96273
R27258,R24232
R37354,R89575
R60870,R79186
R38173,R29773
R89262,R73809
R78216,R98784
R16658,R91576
R23845,R10243
R57824,R72126
R67049,R81985
R31388,R32512
R46725,R41890
R66520,R93797
R49979,R19972
R20854,R72862
R55108,R36210
R96209,R94796
R83659,R53365
R38452,R63030
R38030,R21532
R52592,R18918
R42032,R99723
R43672,R38106
R38544,R81033
R78671,R54857
R61567,R54267
R18403,R28232
R20543,R33995
R37291,R60780
R31472,R65929
R39222,R81528
R83722,R38104
R32476,R52805
R63489,R15689
R55345,R16970
R92980,R40296
R17216,R50935
R93816,R86618
R88030,R29292
R93984,R27387
R96049,R79419
R30712,R23330
R61427,R84370
R44091,R91691
R93424,R17197
R29409,R37470
R12816,R85049
R32499,R31503
R77067,R36870
R46551,R88175
R80581,R22325
R67728,R10936
R80408,R89183
R13226,R69257
R40337,R85001
R10752,R33876
R69672,R93478
R90045,R86574
R19923,R26948
R72171,R53237
R18011,R74536
R17674,R67539
R82334,R54622
R93286,R61234
R18016,R50722
R53770,R97020
R79154,R46185
R28431,R93879
R97168,R55046
R64787,R33863
R54241,R92020
R77173,R45151
R23646,R20820
R95017,R41464
R50801,R22535
R71069,R49810
R71744,R14757
R72725,R79147
R10399,R16902
R55174,R96539
R20409,R25517
R90356,R16893
R62037,R23241
R73851,R16686
R28701,R50518
R71546,R50913
R46146,R72846
R26537,R46996
R26140,R64953
R63239,R52335
R25296,R23691
R22174,R99562
R99443,R65451
R43214,R24006
R20809,R14013
R50064,R25399
R85911,R85587
R43844,R77449
R94849,R27177
R44911,R51749
R68055,R93197
R35269,R76949
R22467,R48139
R88816,R23740
R20860,R64811
R96424,R58243
R29915,R53887
R22531,R86306
R14840,R93106
R37980,R74709
R49025,R22345
R85764,R92634
R10855,R39448
R59527,R81438
R19958,R76081
R37396,R81466
R46352,R54903
R20273,R74770
R95414,R55136
R73324,R33958
R55724,R66437
R52908,R76283
R58428,R86206
R50017,R39302
R33895,R88308
R69128,R45330
R56935,R58570
R82976,R43043
R17660,R46213
R65803,R29630
R63758,R58102
R89504,R85504
R46687,R92293
R38235,R17515
R92097,R99046
R57312,R53096
R39707,R90556
R43676,R62004
R91874,R56131
R24573,R10232
R42960,R47018
R83542,R70031
R80197,R43479
R68794,R45758
R95881,R80963
R92327,R85878
R72548,R40307
R20097,R60169
R22691,R73090
R41468,R93838
R23941,R59693
R52662,R61939
R23140,R88376
R27603,R19965
R48521,R79824
R21657,R63605
R48510,R96019
R54095,R13899
R96757,R95684
R39641,R34073
R69467,R95013
R54460,R72955
R86479,R70908
R90610,R87929
R69999,R59450
R78545,R11343
R33260,R93604
R20461,R89154
R52071,R63104
R95759,R49706
R10887,R56602
R69673,R66046
R28954,R90223
R87609,R83318
R53127,R91917
R60504,R52915
R67720,R16577
R61191,R94162
R61776,R37907
R11823,R85437
R40897,R45796
R34737,R30385
R34334,R83723
R21827,R11157
R78665,R69717
R28774,R98650
R72928,R77361
R11395,R33448
R73025,R63387
R96655,R35032
R33622,R99919
R67192,R30909
R58719,R32702
R68296,R99847
R56506,R32760
R17071,R79065
R85966,R25328
R73699,R14914
R91503,R93822
R78399,R43275
R29731,R58204
R81535,R66648
R71867,R38231
R12658,R56114
R98023,R10077
R89977,R19512
R26710,R34314
R45731,R76635
R33362,R52511
R73205,R39234
R82388,R50610
R85871,R11677
R77355,R21203
R74576,R22410
R57638,R39034
R97085,R43302
R74505,R22873
R20401,R95592
R29559,R69718
R10009,R60485
R14541,R31672
R83432,R37777
R50783,R78411
R53774,R17468
R72753,R27373
R84026,R84412
R27888,R14596
R10659,R58811
R58369,R92234
R75766,R96465
R31163,R95373
R94724,R23309
R44692,R18204
R64108,R84185
R35320,R87496
R74572,R44603
R33052,R38601
R60427,R44930
R13462,R51451
R99285,R51883
R75890,R88666
R13516,R24951
R40607,R53423
R36918,R17594
R14820,R34991
R73452,R74415
R77021,R19878
R98832,R56154
R36404,R54207
R16957,R73223
R38623,R97165
R85638,R64772
R18240,R77889
R71284,R62332
R59860,R51204
R91524,R17506
R15601,R59431
R30795,R23975
R60090,R49067
R52903,R98807
R48154,R43741
R97454,R80790
R99546,R32516
R75072,R29658
R18665,R15767
R71377,R39197
R21241,R83678
R99506,R14084
R98324,R99831
R46084,R54729
R88953,R66214
R11325,R69438
R13108,R92103
R37596,R36003
R97792,R85973
R49855,R60746
R67978,R46998
R11867,R96472
R85270,R88003
R88090,R53765
R30071,R97582
R44612,R73555
R27936,R25198
R64151,R63367
R38102,R16503
R75811,R24502
R78539,R71871
R53212,R10841
R68265,R89174
R79097,R26383
R84977,R68958
R44748,R82547
R13534,R80633
R16292,R28186
R62822,R18033
R20798,R88098
R22430,R78928
R31046,R51308
R95835,R50591
R80033,R63078
R36862,R41163
R47361,R60124
R19104,R31612
R18718,R66765
R15880,R84787
R49031,R40375
R20778,R65923
R81243,R39073
R69288,R87567
R39303,R29550
R44020,R83677
R20201,R58634
R39675,R47323
R13972,R60453
R90881,R42453
R10942,R52243
R95183,R69017
R50803,R55854
R63090,R63308
R14413,R52038
R15925,R38631
R71297,R19440
R14933,R18644
R19402,R30771
R42401,R57409
R40256,R15516
R47220,R87460
R68299,R68877
R62064,R30421
R88108,R43989
R86268,R82998
R36485,R55081
R81838,R37746
R77170,R70046
R31877,R84801
R91973,R91321
R72343,R33932
R30773,R92213
R30235,R81107
R96200,R35850
R96064,R45683
R87368,R53707
R93804,R53411
R17788,R60209
R24549,R78804
R73335,R33971
R85081,R17389
R17479,R61783
R81178,R98685
R55207,R62334
R52025,R41379
R65555,R70360
R35858,R49638
R21576,R78519
R79475,R43531
R69785,R91912
R91209,R78886
R36077,R51736
R66943,R21926
R40691,R46912
R96982,R17588
R62557,R45008
R77081,R21439
R52568,R52013
R83666,R15906
R48924,R54658
R42764,R69037
R90495,R15074
R82063,R65995
R63794,R53690
R46265,R44767
R40886,R15870
R45661,R19919
R54507,R12481
R35485,R53631
R57870,R74031
R60643,R85493
R43690,R54541
R88276,R82420
R34907,R39611
R38336,R96165
R50649,R44716
R95953,R93232
R61258,R92919
R89384,R57313
R11113,R52929
R85258,R24045
R89757,R69678
R16563,R39545
R92380,R66512
R29593,R32706
R57220,R85691
R53278,R77976
R19863,R43011
R53658,R71162
R16426,R39767
R37286,R49162
R80293,R53067
R57813,R18619
R23439,R67679
R85394,R29988
R13814,R99585
R51416,R58944
R76849,R22868
R73024,R10427
R51620,R44705
R94043,R86102
R62601,R64937
R50131,R57364
R87522,R26000
R13740,R43705
R55026,R23595
R99324,R61496
R58511,R78761
R32730,R23787
R33048,R89485
R37421,R63232
R40129,R82858
R54054,R32332
R35078,R78033
R81377,R17580
R61351,R24128
R96627,R92435
R62080,R39606
R72083,R89075
R22599,R76548
R78530,R13915
R11101,R60460
R53279,R71019
R33544,R50142
R16737,R96814
R63537,R71191
R75603,R64400
R49867,R25177
R39294,R23114
R85126,R27031
R12844,R93034
R34423,R75022
R38191,R28081
R25398,R10619
R45166,R78240
R37856,R28472
R89534,R67609
R13312,R20735
R48126,R30378
R24544,R83001
R22700,R96253
R74545,R91027
R89718,R24198
R10790,R92407
R33521,R70095
R92864,R92438
R21484,R80151
R81904,R29128
R56283,R17410
R77332,R81819
R61826,R95566
R17498,R78686
R91913,R23636
R68504,R15591
R49098,R53529
R93035,R10985
R84844,R74226
R51230,R60311
R46172,R13221
R73325,R51693
R35978,R44870
R72146,R69208
R51817,R15016
R13996,R50490
R47839,R54356
R16876,R85715
R35192,R86441
R91409,R37897
R51483,R71769
R34749,R59938
R13026,R72062
R94879,R76231
R10781,R94428
R90785,R28936
R28968,R40148
R51606,R30200
R58072,R82550
R87794,R58920
R98829,R66933
R62633,R78470
R92777,R31204
R58599,R53712
R65302,R29641
R64741,R50944
R74645,R65849
R40113,R90432
R84960,R41650
R47701,R36020
R87580,R84352
R61333,R57124
R35206,R97089
R40179,R47779
R80684,R10187
R86566,R15786
R12994,R96506
R37495,R16660
R21744,R10878
R14507,R24505
R80032,R72688
R11895,R82451
R21996,R85085
R40976,R81666
R10402,R70635
R51699,R17259
R69584,R14633
R60128,R68078
R26384,R79616
R48438,R38174
R79141,R72168
R68205,R11938
R98703,R45557
R18635,R20472
R42822,R47561
R53889,R37520
R64650,R84277
R18437,R54798
R65180,R28165
R67525,R87734
R76112,R75983
R11780,R72130
R80573,R55083
R97855,R39656
R18999,R94191
R69341,R56466
R81716,R94018
R48991,R29898
R61210,R94812
R64258,R48511
R19856,R72447
R68992,R87568
R86244,R77120
R20818,R69029
R78413,R34333
R43006,R92910
R69144,R35110
R19873,R32361
R85749,R81037
R87584,R85546
R27470,R28388
R81821,R58073
R19503,R91119
R67524,R15927
R97653,R16968
R63822,R30714
R41340,R47053
R12823,R57580
R79101,R43481
R21114,R49903
R11615,R98214
R56056,R50574
R32197,R58491
R38991,R65753
R94941,R79830
R62551,R71828
R64589,R96006
R30616,R13167
R15771,R88843
R14970,R34615
R85913,R51495
R24552,R79063
R37201,R16475
R63769,R18311
R96751,R87423
R95107,R18335
R48141,R22169
R60728,R98002
R27218,R18376
R56226,R82173
R87318,R43969
R67885,R77140
R92700,R29981
R78566,R25698
R12413,R83581
R48370,R85892
R53803,R40537
R88374,R29193
R21770,R92567
R10489,R51076
R76496,R73093
R73969,R19504
R56347,R76606
R13475,R71553
R87099,R61506
R80920,R78931
R19741,R56012
R45463,R36396
R58544,R98550
R49251,R82682
R17065,R25157
R24406,R10286
R15404,R55622
R51264,R62209
R34843,R33160
R50898,R27808
R42460,R13185
R64011,R47070
R47532,R79437
R67147,R55462
R27243,R98947
R79814,R60161
R45452,R18456
R17798,R28484
R66635,R74504
R65679,R55297
R99923,R35812
R43273,R89606
R32464,R23405
R73070,R29957
R92412,R61349
R95274,R44777
R76877,R16211
R65203,R75296
R65997,R78614
R55085,R89970
R71944,R19671
R25122,R43832
R76264,R18377
R64553,R14264
R98556,R44079
R84459,R40170
R44875,R71378
R26986,R52520
R77187,R93853
R11390,R58066
R47893,R82237
R60362,R70538
R65067,R24554
R66114,R26720
R97703,R33976
R60988,R13901
R20279,R22484
R60990,R88948
R33308,R36975
R18774,R36778
R65506,R33595
R76126,R50628
R28475,R95853
R33745,R83384
R21190,R83408
R64781,R59765
R26262,R14708
R56916,R66751
R72667,R21547
R77479,R31066
R30646,R74807
R38543,R49218
R90039,R89573
R28099,R93640
R92976,R21296
R46639,R93913
R98022,R40734
R74092,R59449
R89783,R53361
R10329,R27206
R20899,R84291
R10297,R48860
R44876,R86710
R56223,R78381
R42577,R70681
R26936,R31068
R65415,R59715
R20810,R69399
R77716,R21793
R46796,R39508
R45292,R62678
R50296,R95397
R70242,R93870
R97239,R52415
R33882,R90434
R66759,R66746
R47266,R20066
R51984,R42728
R54385,R66891
R69221,R96204
R54069,R82669
R49327,R71633
R60528,R69134
R25838,R48078
R49213,R63551
R89497,R67880
R87258,R50189
R68098,R48647
R32329,R67870
R74027,R37317
R21382,R98480
R57651,R52148
R94829,R14563
R47630,R97831
R60139,R10883
R76560,R76817
R28157,R62126
R20623,R49334
R38046,R62265
R38778,R91743
R23628,R24945
R39632,R56519
R54215,R15355
R98064,R69719
R36030,R94204
R38092,R25420
R56099,R72880
R91666,R96867
R71977,R77399
R82404,R74890
R73796,R14851
R79676,R75448
R25181,R26464
R85657,R44506
R21572,R33197
R20304,R86844
R42299,R87140
R20429,R81726
R36843,R95462
R24746,R62030
R91022,R88482
R90577,R48556
R99571,R19498
R90738,R93561
R35506,R68926
R42236,R72420
R83355,R20947
R62511,R51450
R84107,R21200
R71584,R51776
R77840,R40707
R78728,R86570
R92148,R93432
R17822,R33182
R15741,R67839
R67168,R76994
R89369,R83490
R57146,R54051
R97781,R43399
R76613,R52590
R27957,R67065
R55848,R87685
R99484,R65127
R25969,R54314
R75714,R26227
R72015,R87597
R41136,R12251
R82424,R38725
R19120,R10235
R26821,R32554
R13285,R53758
R13142,R49125
R60928,R96274
R54161,R79807
R29432,R22722
R30874,R62381
R42258,R30129
R40163,R89663
R14181,R24932
R49702,R91508
R85565,R63777
R30275,R74297
R91029,R36608
R50763,R78688
R75793,R40899
R55050,R89062
R42309,R63652
R79975,R37634
R22321,R37050
R41883,R53549
R40356,R63947
R13435,R72071
R71398,R25817
R21637,R55226
R65629,R21375
R88044,R88064
R40908,R49863
R39051,R63043
R29308,R96496
R12206,R50331
R49028,R60593
R95352,R17162
R63106,R25559
R68566,R24981
R76678,R95771
R25350,R56659
R99161,R60751
R80273,R66607
R16682,R90584
R25888,R27852
R67465,R82207
R92896,R55322
R70210,R53356
R56781,R17965
R40856,R95166
R84610,R12429
R14472,R17664
R28471,R48593
R55324,R22414
R39521,R85901
R95418,R34998
R50681,R11933
R76875,R42610
R68060,R92461
R36722,R38828
R56410,R49503
R39785,R72536
R16724,R73334
R20938,R65856
R87863,R83710
R96526,R72958
R42633,R49684
R80914,R25475
R21588,R65406
R28418,R44575
R12205,R73542
R45391,R40627
R66869,R90243
R14211,R26256
R29179,R24826
R35329,R27265
R96294,R56322
R45709,R71390
R40413,R16486
R11610,R77806
R54245,R89391
R27633,R29099
R52680,R75803
R14288,R99875
R62196,R72495
R12295,R14059
R93139,R85212
R85949,R14716
R97007,R16077
R16183,R35436
R25961,R27141
R64477,R77112
R93832,R76446
R69960,R59016
R92774,R64136
R87297,R29174
R65152,R45236
R14736,R30476
R80353,R21534
R87376,R32835
R20032,R18408
R91834,R56290
R86771,R93874
R40551,R14475
R44461,R44063
R81884,R19494
R25552,R74934
R91951,R43680
R60299,R29623
R55903,R63042
R99988,R10157
R99392,R43308
R69065,R15755
R45380,R87973
R65743,R14177
R51876,R64122
R27404,R84295
R38076,R97539
R38847,R70159
R28017,R29759
R32813,R21698
R93230,R52490
R89864,R33715
R50008,R49331
R90824,R23527
R12738,R94194
R94549,R93033
R63705,R97190
R96700,R91208
R22295,R16816
R22589,R71195
R87049,R86502
R32306,R63481
R18289,R84799
R44264,R84387
R36067,R11559
R76829,R58729
R14178,R17516
R75030,R43663
R71621,R14076
R13702,R70356
R25776,R86177
R52159,R51214
R74158,R77899
R95370,R50245
R21804,R55577
R41921,R78638
R99182,R86795
R92991,R33210
R18778,R35872
R89861,R28250
R91180,R87206
R23986,R49262
R50871,R67406
R24365,R39182
R34722,R87559
R36104,R84982
R86510,R35334
R72965,R81926
R21188,R17566
R19983,R46786
R68919,R33910
R77188,R21475
R20684,R99205
R97551,R15400
R59772,R82930
R56133,R26566
R52032,R51575
R35722,R15101
R41611,R51522
R19721,R48502
R47293,R77793
R53957,R71274
R52912,R62604
R49816,R29298
R87995,R28353
R44026,R13427
R99758,R97864
R21343,R99882
R26951,R13050
R38400,R86332
R86759,R53326
R66801,R84745
R96645,R65755
R51349,R62166
R11412,R15632
R97623,R34795
R31579,R55955
R79625,R33117
R16294,R10745
R88602,R50020
R45855,R45752
R54302,R14926
R88239,R34375
R20048,R57966
R29332,R39902
R50404,R23044
R14365,R23813
R79890,R63703
R85331,R45543
R96835,R18713
R52502,R19636
R61603,R89536
R68203,R40432
R17281,R75002
R60752,R93257
R35058,R72789
R64865,R12710
R21024,R90842
R29743,R58723
R14516,R14932
R57774,R64417
R56589,R20172
R19041,R34141
R10582,R79774
R48364,R57822
R19898,R74877
R15769,R20552
R87511,R92299
R54266,R75258
R69039,R20169
R24923,R58589
R87062,R59038
R83496,R59035
R81441,R50914
R89135,R73858
R45558,R80886
R34632,R84442
R46065,R22232
R69820,R31327
R13251,R61961
R99551,R30475
R62470,R46494
R80397,R99016
R71653,R74413
R43628,R64420
R70993,R12914
R24098,R58550
R41699,R56920
R63732,R42340
R45274,R95933
R16164,R43861
R72751,R50779
R51755,R32995
R47310,R30504
R69376,R65097
R30917,R21251
R94468,R44081
R31487,R21553
R84372,R95626
R69336,R17489
R65148,R48169
R73960,R60530
R70275,R13795
R65075,R29324
R15012,R28255
R14034,R63868
R61859,R74408
R15227,R50150
R55368,R86010
R67621,R55065
R98343,R68064
R44383,R66905
R49504,R87493
R36132,R97531
R78205,R43638
R74766,R48495
R33796,R28613
R13145,R59029
R89878,R67413
R61395,R34153
R12449,R94577
R70313,R52322
R87488,R73881
R23601,R48913
R20425,R38885
R13811,R34431
R50617,R47778
R37874,R27183
R34847,R37338
R13373,R68034
R39764,R32463
R73443,R66054
R83200,R80432
R16594,R46839
R60146,R47717
R38303,R78073
R13715,R17079
R41907,R91214
R34584,R55160
R58254,R78373
R29990,R55734
R13460,R14377
R52696,R91146
R52745,R44021
R29071,R16076
R17283,R71468
R99625,R48698
R64888,R18065
R80114,R16465
R36546,R55089
R69760,R28641
R62923,R77998
R36150,R69902
R36910,R88892
R58381,R28501
R14874,R55053
R28685,R51361
R42020,R85959
R10244,R28522
R26676,R47692
R32177,R45629
R12894,R97260
R13681,R15867
R36901,R22105
R41934,R27093
R65485,R17237
R40918,R19559
R91684,R55188
R47790,R18836
R96431,R26955
R55343,R11737
R41249,R92368
R69394,R21513
R79737,R54106
R37153,R65171
R83720,R88973
R64798,R47743
R98232,R53651
R42911,R30999
R79596,R13414
R64862,R70665
R77457,R49062
R32496,R24484
R25547,R89989
R88531,R90283
R26807,R54616
R87277,R30989
R82501,R90506
R84852,R26477
R45749,R71081
R31220,R54131
R95093,R29313
R57676,R60569
R29939,R86063
R41358,R59374
R30967,R57474
R55182,R22895
R28227,R51002
R83618,R90440
R70019,R37332
R31087,R90099
R45689,R16006
R93044,R99374
R30400,R91933
R96565,R17136
R45294,R22091
R26342,R39013
R84581,R77733
R44364,R23107
R15916,R58011
R72917,R69787
R65852,R97179
R33178,R71900
R48044,R63024
R58786,R65214
R13876,R70528
R67209,R48945
R63860,R29289
R36631,R45936
R20320,R12730
R54253,R95632
R67309,R81774
R93013,R84815
R14935,R99023
R73490,R74192
R28674,R11554
R90854,R47707
R58060,R95899
R72164,R45398
R81055,R41038
R18105,R39057
R53899,R87933
R72847,R23867
R73174,R16167
R90844,R45291
R88867,R72797
R64602,R82658
R36426,R94114
R89448,R75701
R51343,R76437
R44451,R14509
R92969,R95941
R69862,R39863
R37864,R72951
R12041,R44709
R34821,R66908
R99336,R56597
R94206,R75805
R32904,R18277
R66077,R94542
R47055,R77601
R75782,R69413
R55139,R87777
R41111,R84717
R52624,R96662
R68970,R82104
R22168,R35240
R70847,R39174
R26629,R17246
R64200,R58034
R40384,R28004
R42549,R85102
R22715,R12211
R37007,R41909
R45880,R15277
R54744,R68776
R11799,R19736
R43664,R81356
R51842,R68047
R82814,R20307
R71271,R84415
R71688,R54412
R70776,R56409
R56424,R64232
R76584,R71134
R34377,R65914
R32955,R55185
R38282,R19024
R83057,R50013
R26485,R12517
R87971,R97322
R61803,R95571
R51337,R90585
R69941,R93901
R22276,R88615
R55269,R71275
R77040,R45385
R31467,R36206
R25049,R81427
R79391,R99056
R53717,R30025
R19643,R89787
R10616,R19871
R24946,R96043
R58872,R20660
R17385,R44375
R16944,R49303
R45341,R28893
R83063,R42569
R31879,R13900
R28379,R60867
R24218,R41121
R81510,R38585
R67792,R43931
R88659,R94308
R52968,R18863
R68398,R82266
R81157,R37933
R42162,R19466
R51580,R53993
R61219,R55152
R50254,R32378
R97263,R19887
R12328,R94709
R73744,R13989
R66113,R52890
R19594,R88510
R69853,R15397
R37492,R56786
R78146,R96427
R25750,R49598
R81759,R93419
R37735,R98439
R58654,R84562
R64697,R73799
R59144,R16327
R54999,R41530
R33392,R30728
R90464,R16329
R91093,R35070
R11639,R90095
R22807,R67900
R76468,R92023
R79256,R22258
R64681,R35700
R32606,R16074
R55263,R72205
R39364,R32690
R74614,R27747
R81728,R31458
R52724,R33310
R54043,R42118
R64188,R46201
R32344,R86630
R69684,R19414
R45052,R45355
R13447,R29129
R33719,R97187
R45442,R93160
R94192,R46298
R93800,R32938
R56484,R49610
R61453,R49802
R48299,R12884
R17319,R18841
R96418,R80286
R80616,R68787
R34323,R95683
R44697,R19101
R35896,R95600
R28606,R19901
R72529,R42189
R14156,R80475
R44310,R53742
R64493,R99112
R54709,R14870
R61870,R59648
R87045,R43338
R21766,R35540
R50770,R86157
R54167,R55183
R29050,R25022
R78650,R26189
R20325,R14689
R64706,R56631
R11878,R71395
R52532,R19107
R95527,R67845
R70358,R26847
R22897,R18545
R25883,R13322
R54469,R17445
R60913,R44349
R35082,R30178
R55009,R34591
R70440,R94513
R40468,R63863
R70706,R23622
R26069,R50744
R72079,R80694
R37442,R58386
R97449,R73425
R26164,R95806
R17526,R12640
R14057,R20390
R97909,R79078
R73779,R62853
R41102,R16197
R79178,R53842
R18930,R38212
R85497,R95284
R32127,R91135
R67687,R58212
R80450,R37306
R93285,R18253
R11557,R81591
R16554,R73175
R15595,R31825
R10877,R77554
R98934,R32445
R22695,R42740
R32084,R39463
R83703,R80798
R18815,R91388
R47732,R72167
R99642,R50910
R24112,R81239
R51477,R82284
R76983,R44695
R15542,R95117
R25721,R94544
R19744,R55662
R76289,R74373
R29987,R27195
R74396,R67310
R26520,R95243
R42455,R46718
R20081,R13272
R92955,R24439
R90059,R82855
R71276,R43076
R87508,R50043
R61601,R53514
R75877,R84464
R75861,R54350
R79134,R89461
R75911,R64823
R59574,R59214
R27856,R33404
R85398,R13084
R82749,R55058
R61067,R70080
R33537,R74754
R62540,R31689
R54027,R12294
R98713,R11971
R64534,R72592
R57253,R79352
R37118,R51019
R25746,R65537
R54243,R47332
R57214,R66488
R60625,R19198
R73818,R23120
R33618,R33728
R40623,R33756
R81212,R63955
R32286,R89104
R17001,R46958
R75110,R82166
R46332,R56567
R67322,R47771
R99612,R76271
R70746,R28596
R79229,R81391
R42367,R76480
R65396,R74234
R16764,R24489
R21245,R91889
R51043,R47464
R17782,R77241
R50709,R69933
R47964,R87223
R50147,R69506
R11790,R95494
R58359,R86865
R80303,R82898
R43795,R86834
R43216,R22164
R61398,R16393
R14546,R13998
R65439,R13214
R43801,R12420
R65529,R54429
R82609,R93501
R17575,R58632
R89145,R68836
R43117,R67651
R22385,R38290
R95740,R85707
R49314,R60474
R32395,R10899
R47577,R54630
R77942,R31809
R35178,R40308
R21975,R18479
R93215,R53759
R59872,R64134
R27396,R60193
R33829,R99769
R78313,R67944
R52529,R59167
R22880,R58434
R73520,R35615
R23183,R52972
R92426,R33600
R79464,R21033
R19810,R33887
R47973,R47761
R65981,R45693
R17075,R49011
R27205,R96234
R13691,R48631
R68929,R21754
R72577,R21881
R27399,R11713
R14748,R59236
R94443,R70121
R70572,R66722
R13743,R72149
R18083,R28340
R38013,R81399
R37231,R26496
R57397,R96691
R33399,R39336
R50266,R36208
R60248,R12354
R11824,R94614
R17380,R60280
R58317,R62440
R25960,R31976
R42050,R48465
R78698,R91754
R31635,R43905
R25500,R88440
R12436,R21911
R31535,R38769
R65717,R94891
R77244,R97771
R20376,R67897
R78057,R98673
R49078,R64885
R24134,R56266
R20583,R57049
R88443,R87447
R54039,R64301
R58843,R90220
R78631,R96723
R85865,R99400
R39923,R59001
R56440,R17816
R33935,R68695
R61407,R29819
R49000,R11268
R17686,R61423
R26628,R75380
R19360,R77380
R15612,R80953
R31110,R50044
R87260,R20156
R52790,R97125
R98378,R40612
R79236,R98236
R17645,R40744
R69889,R34657
R86127,R83592
R99719,R18123
R18944,R35252
R10650,R81712
R23712,R96417
R52187,R10599
R43907,R38432
R93427,R49440
R42391,R94676
R13117,R14362
R94454,R83042
R20549,R93094
R53580,R83126
R79415,R31105
R63581,R57336
R13749,R14372
R53363,R91511
R86729,R92721
R97162,R76213
R22411,R12305
R39233,R98679
R58869,R80113
R79898,R80751
R57114,R16532
R71766,R19116
R31032,R88734
R61873,R80756
R47735,R97783
R39964,R89500
R21524,R87361
R36437,R42173
R14536,R81159
R80046,R31545
R45085,R87747
R17512,R26072
R39823,R49934
R49808,R62344
R75919,R56042
R17495,R43824
R64717,R49407
R41067,R56278
R30038,R44390
R31153,R13576
R36125,R71052
R16977,R51047
R45286,R23490
R17652,R90101
R32204,R49277
R99169,R46686
R77562,R43578
R45816,R87519
R67590,R91647
R91774,R99861
R18845,R67007
R30010,R46630
R95168,R55862
R51520,R82494
R57202,R80381
R13785,R74672
R75716,R41675
R23864,R94005
R84987,R54150
R22856,R34092
R57527,R65798
R63917,R99845
R95368,R94296
R40714,R38720
R64720,R11183
R24567,R35539
R62390,R28225
R85285,R81783
R78824,R91851
R72386,R90778
R68486,R45498
R50854,R10983
R83516,R60105
R29575,R24207
