R20193,R79783
R78455,R25279
R67260,R41455
R19792,R91245
R75973,R17307
R66042,R72898
R80478,R53973
R42631,R50792
R95785,R66535
R49823,R87846
R15648,R10392
R38285,R86264
R90562,R41449
R81456,R52779
R23574,R84217
R87655,R94920
R68301,R88662
R25004,R13819
R64769,R94828
R59120,R91335
R13632,R29980
R75794,R86970
R89169,R26979
R61957,R74205
R11902,R64650
R79426,R85179
R91065,R89724
R98905,R40735
R43145,R74710
R75474,R90598
R61326,R93123
R26867,R19781
R29409,R92478
R85366,R96115
R95481,R35898
R18073,R85300
R93699,R11270
R37101,R65594
R29323,R26539
R86216,R60768
R22029,R33852
R28479,R86549
R29833,R91497
R72732,R88137
R65001,R19350
R93423,R31494
R74128,R53118
R41403,R61514
R42011,R39486
R53356,R80853
R66478,R70864
R28540,R40851
R66358,R57111
R51808,R13972
R61760,R97417
R33821,R55066
R18651,R69921
R59628,R43090
R11543,R64215
R42359,R30921
R53687,R16987
R71793,R90602
R20996,R18040
R83658,R64331
R16826,R77879
R98178,R25580
R70245,R87300
R78047,R67023
R55585,R43769
R95489,R72275
R61234,R98950
R39407,R55725
R12007,R84002
R66715,R84798
R80849,R99016
R52515,R42839
R45313,R24402
R52139,R81868
R47821,R42310
R63026,R46118
R83782,R34771
R69872,R30657
R94912,R54189
R72260,R53068
R96946,R26690
R32750,R97677
R30576,R51849
R83760,R71342
R74827,R51959
R40492,R57521
R29083,R35902
R46955,R65358
R27373,R93923
R36170,R86375
R14494,R67512
R71435,R32641
R38504,R56847
R23042,R64923
R33968,R63963
R95875,R83724
R95765,R73993
R29656,R79971
R66997,R33960
R49324,R40716
R41754,R45616
R18886,R51551
R16842,R35942
R62960,R47891
R55179,R35888
R61658,R41962
R74380,R18736
R44177,R67749
R57877,R92867
R63175,R29382
R90552,R95573
R99158,R14915
R65147,R30089
R81052,R18699
R56693,R28158
R25346,R10517
R45422,R45584
R73224,R25325
R48684,R39542
R89657,R89879
R18917,R73490
R34713,R36308
R85748,R37889
R66832,R48755
R52676,R64782
R86917,R96501
R30747,R27828
R59251,R12869
R88910,R24173
R60725,R17708
R17450,R17482
R57525,R89941
R83551,R98217
R74837,R57812
R55113,R54690
R49713,R23347
R58623,R97750
R42531,R20866
R12582,R85358
R58615,R15043
R86283,R38253
R78664,R88940
R12235,R89910
R48371,R92554
R37254,R31503
R54480,R63938
R73462,R83241
R23250,R61926
R88655,R92070
R52629,R36084
R92811,R74407
R61435,R44290
R66682,R53737
R94500,R78881
R99968,R76779
R21979,R72615
R69019,R29274
R79782,R14176
R44517,R85947
R62818,R29275
R12191,R17903
R18228,R27855
R35151,R84483
R11201,R80289
R80411,R77061
R44438,R17062
R96029,R91291
R40913,R16366
R89855,R41245
R25091,R69114
R37681,R77364
R10982,R38606
R91423,R50590
R11884,R42813
R28475,R67491
R89805,R54005
R75072,R49659
R51891,R84239
R75884,R23756
R93287,R70577
R76204,R62773
R62734,R40603
R79984,R30251
R42084,R63659
R80792,R64370
R46761,R89970
R84912,R80220
R80160,R30072
R76180,R22846
R19474,R10492
R97974,R11845
R34804,R68230
R68441,R65488
R64380,R46505
R34625,R87835
R58157,R74735
R97056,R12320
R61444,R90395
R49581,R65995
R76694,R98890
R78108,R10485
R62549,R58435
R96459,R28568
R93276,R16320
R28877,R52698
R62767,R16954
R94831,R90886
R76793,R59804
R11768,R79581
R92906,R40918
R15839,R93755
R27708,R85560
R74110,R75894
R48450,R15628
R61710,R40097
R10309,R33281
R61684,R74241
R14553,R12857
R34997,R91592
R51978,R71829
R33918,R34396
R57393,R75440
R66356,R36905
R71096,R20404
R27027,R93879
R96675,R25282
R65179,R62916
R99602,R40251
R52827,R10024
R24909,R35846
R28998,R86077
R38760,R86437
R59398,R92112
R73992,R28254
R76435,R74798
R83613,R61629
R66429,R28999
R20783,R27040
R53513,R34479
R77670,R85192
R23025,R66098
R30771,R81068
R77828,R69703
R50723,R98326
R99863,R87451
R47505,R11572
R15468,R21920
R43969,R47670
R82441,R58057
R65776,R97865
R67477,R21105
R72611,R53724
R22313,R70894
R23550,R41824
R69474,R70941
R63912,R76157
R31847,R93244
R53605,R67511
R55574,R53839
R10297,R51312
R48312,R84161
R18000,R25253
R30519,R75608
R37421,R90737
R96434,R10371
R55792,R66594
R66765,R92421
R76823,R58280
R18652,R18318
R28084,R78208
R20860,R72371
R73924,R54046
R39082,R39605
R39794,R19884
R33213,R26817
R87584,R99307
R54769,R45543
R98401,R35982
R14386,R25326
R95244,R59707
R78895,R61029
R61612,R31288
R25233,R82474
R25209,R69562
R55195,R47551
R84100,R95084
R20100,R85185
R51494,R64131
R60908,R77543
R71151,R97954
R20844,R51295
R30987,R90853
R18667,R50904
R18806,R36672
R17499,R75140
R67901,R20771
R77681,R90129
R66067,R29439
R76849,R68808
R73477,R26048
R33731,R68062
R89355,R21927
R56234,R97541
R81882,R91115
R50047,R37050
R95931,R84788
R58059,R77265
R82955,R71427
R34257,R97946
R70769,R89330
R84490,R61037
R24070,R62654
R92696,R90859
R43573,R87332
R32283,R51748
R26894,R80371
R38474,R87417
R72917,R45768
R20474,R28469
R39431,R19992
R91269,R31764
R38901,R12462
R38556,R16270
R12732,R90152
R86727,R25762
R82056,R80724
R10891,R11287
R92309,R47367
R22063,R46321
R78712,R23167
R31165,R62471
R81363,R47431
R23860,R68484
R86494,R70510
R63633,R64519
R82627,R16402
R27307,R89965
R55219,R96871
R17758,R15046
R31409,R78046
R98415,R39831
R40589,R10140
R41901,R75228
R20867,R40586
R44416,R42249
R83154,R70508
R20616,R19057
R74102,R86271
R49312,R53187
R42809,R85693
R94183,R63044
R76761,R80244
R12120,R96192
R93175,R73272
R79675,R66617
R18759,R15848
R32278,R42718
R16861,R15459
R28924,R78695
R17434,R78274
R44301,R78026
R27789,R19047
R61828,R62562
R38317,R23963
R34424,R48198
R61201,R30543
R16062,R79126
R13053,R28933
R97875,R48044
R76382,R57122
R36484,R52780
R15703,R38676
R81985,R81703
R75662,R48475
R11464,R17634
R63867,R29791
R14862,R42471
R70570,R31888
R72132,R76167
R14603,R30216
R74617,R73673
R87772,R53854
R74750,R44105
R79447,R56878
R94527,R55791
R34946,R44300
R17761,R48933
R36561,R30403
R90991,R51022
R40856,R70396
R18991,R38514
R37310,R90965
R64980,R43714
R83395,R63634
R87126,R79644
R36496,R40370
R46504,R24363
R39701,R36593
R67376,R86702
R18930,R46751
R36824,R61605
R68445,R49608
R10475,R87096
R48514,R45354
R14935,R96310
R90740,R37973
R37067,R57392
R97922,R12672
R33227,R79864
R24113,R11079
R43081,R68470
R88914,R13650
R18777,R87248
R83601,R19348
R60459,R28508
R26066,R15625
R55845,R19852
R39683,R64286
R25121,R37380
R41873,R67807
R23609,R44902
R62742,R82299
R11323,R68090
R46403,R12824
R12029,R30839
R96515,R56594
R75473,R93682
R78394,R29859
R78645,R92673
R20021,R82446
R28391,R37820
R96012,R95136
R31176,R53810
R33292,R56815
R73074,R65778
R57251,R46396
R74839,R51278
R49572,R75332
R22017,R37288
R14755,R36588
R87716,R41635
R91055,R45779
R92900,R18610
R82723,R57173
R52332,R88030
R42039,R72588
R57567,R20048
R36458,R92933
R66905,R53914
R14267,R47130
R53420,R39861
R55275,R30873
R85678,R22213
R93372,R88697
R13346,R62111
R58893,R60862
R25372,R23822
R43255,R73087
R18621,R74852
R11594,R54972
R65511,R85282
R63216,R40171
R89702,R62318
R31742,R92995
R49564,R10825
R77014,R79874
R69929,R48038
R79787,R20237
R53723,R67337
R44067,R16819
R68386,R62072
R55575,R20432
R15333,R27512
R29097,R67605
R39425,R12782
R62724,R86318
R37921,R86435
R30388,R16232
R20218,R49042
R49600,R98689
R50157,R63903
R48844,R32664
R92640,R45118
R91905,R45305
R71114,R34778
R64069,R14487
R61420,R86076
R54986,R75798
R37233,R34220
R37768,R53691
R96941,R15090
R49386,R96056
R45292,R88445
R90750,R90323
R95671,R86206
R18450,R92062
R29187,R39074
R18730,R89244
R88776,R54661
R30013,R45280
R74322,R62361
R19909,R52430
R82062,R98751
R98898,R17233
R45408,R76230
R25749,R47768
R27736,R25020
R11373,R13723
R11318,R86163
R17782,R34161
R60506,R27306
R59802,R94704
R34658,R18698
R83367,R14762
R73267,R76494
R33313,R95031
R48421,R37292
R49472,R85141
R89881,R91982
R37952,R45734
R24041,R64468
R51023,R49302
R85702,R42135
R74279,R12643
R11419,R71618
R47028,R55777
R24331,R78307
R63292,R46812
R79919,R49839
R80759,R35766
R29873,R97439
R45065,R27012
R35622,R58587
R84070,R47277
R13857,R17816
R74036,R57215
R81060,R50196
R40093,R15619
R83753,R33606
R97146,R33387
R75775,R12702
R98653,R23521
R89603,R20156
R78360,R50253
R35000,R63755
R94233,R92176
R68000,R53865
R89796,R10752
R94415,R79983
R52973,R77138
R41160,R34066
R51063,R53015
R41303,R48682
R75870,R54032
R80736,R86725
R34917,R48022
R14961,R80657
R73867,R46909
R51155,R80027
R36095,R21337
R98833,R89326
R96678,R83811
R36511,R30009
R47485,R44995
R61100,R48494
R44632,R27779
R23546,R84296
R36008,R88363
R97307,R91003
R42269,R60784
R52175,R93907
R20843,R31471
R22157,R43568
R57184,R54490
R56880,R22399
R33271,R76219
R68950,R75736
R84003,R30356
R25770,R85049
R81371,R11362
R10691,R42623
R87428,R98495
R48908,R43680
R23468,R62585
R44406,R79555
R74472,R49459
R80400,R93787
R79615,R84684
R93587,R93060
R75931,R89367
R34976,R95096
R15740,R77385
R35554,R57594
R60046,R87560
R81436,R10850
R21561,R59856
R54562,R54377
R84978,R41967
R93227,R57632
R51703,R85897
R43008,R70257
R40905,R40702
R41001,R75622
R52614,R60674
R43983,R52394
R35872,R79046
R98012,R94449
R88567,R55940
R14502,R52567
R75996,R21826
R64883,R51141
R31808,R57408
R70189,R85686
R96456,R80667
R85950,R35523
R13339,R37370
R33476,R34733
R30512,R69079
R52876,R13434
R57226,R60154
R71846,R20223
R53020,R92396
R17175,R78020
R85980,R41615
R21003,R15551
R97467,R25538
R46179,R92496
R83034,R79391
R86939,R40158
R35332,R15366
R17999,R60064
R28008,R18336
R52887,R23460
R40385,R25774
R84475,R55446
R27219,R52631
R81061,R91480
R26399,R85522
R27015,R16414
R81684,R58761
R87600,R37335
R21333,R67986
R32583,R30147
R96069,R43525
R91648,R56446
R95851,R44448
R82292,R53913
R38885,R73906
R32227,R61667
R45963,R19082
R27583,R36843
R98107,R83942
R22712,R73835
R41964,R93006
R92595,R29573
R56504,R26060
R54505,R86388
R78423,R14106
R56987,R22939
R37741,R20170
R21640,R69350
R75648,R76917
R90996,R18096
R42569,R74321
R16165,R48466
R38843,R39176
R95645,R43265
R57859,R25669
R57515,R61988
R66805,R27577
R91097,R94398
R18305,R16923
R77110,R56861
R34866,R33500
R46749,R16686
R76720,R64291
R58844,R24168
R61488,R30039
R32961,R40481
R17071,R73954
R64797,R63592
R67265,R47177
R71593,R11667
R53639,R45657
R80403,R59196
R78859,R52074
R87318,R91322
R36995,R29842
R27625,R88840
R99488,R50349
R15814,R50956
R61068,R31266
R83067,R95997
R77094,R65038
R90139,R19979
R22873,R69518
R86197,R65533
R62714,R83539
R70078,R20734
R64740,R77310
R56881,R91636
R54973,R31970
R62206,R39339
R35007,R24847
R36911,R58956
R15158,R85482
R12577,R19955
R99129,R52297
R61337,R87448
R69920,R38356
R25092,R56989
R45174,R65124
R55852,R12763
R25187,R50139
R33983,R32207
R55460,R85545
R60330,R12538
R46026,R50742
R70053,R20095
R50881,R70781
R38605,R22640
R49343,R16233
R93588,R58725
R17523,R22511
R40553,R22954
R42530,R43397
R80870,R85616
R55532,R65435
R79299,R39205
R64162,R41961
R73027,R31220
R82439,R21319
R30372,R39988
R79051,R65557
R46238,R41391
R33910,R24475
R41862,R38499
R80991,R40428
R89059,R75830
R15804,R97624
R31722,R41951
R80702,R95446
R11662,R14085
R21695,R39984
R72885,R94880
R34326,R40669
R23365,R65952
R17250,R57480
R99795,R13660
R57873,R65606
R31338,R92956
R11684,R98806
R89201,R36462
R58714,R14478
R78918,R65873
R34539,R97425
R75117,R82327
R25031,R23429
R81617,R36063
R93230,R12941
R64957,R41439
R75079,R48600
R20617,R19605
R65393,R33162
R43293,R53325
R59834,R31993
R60284,R11785
R55356,R68179
R83664,R23145
R78520,R23685
R88429,R49881
R61162,R64168
R25340,R35067
R30178,R80529
R76702,R60079
R69265,R55944
R90295,R13261
R34160,R27408
R64527,R41883
R13309,R98061
R23053,R25311
R38674,R54896
R81185,R17806
R83678,R46386
R65696,R36218
R22545,R98765
R32851,R90190
R97171,R78001
R95548,R68258
R71713,R57937
R23923,R94639
R59049,R29225
R87512,R51843
R78830,R96367
R46779,R11406
R69189,R60880
R43998,R90773
R79298,R42511
R28592,R19881
R81158,R26493
R44092,R83391
R14201,R60170
R86610,R78354
R92474,R86612
R61896,R73978
R54207,R89211
R36083,R10636
R37784,R77191
R13229,R80522
R66209,R40009
R36394,R82868
R35711,R21748
R15020,R55411
R76241,R31946
R71323,R52785
R50663,R55485
R10175,R33362
R53180,R24348
R56565,R69012
R76082,R58606
R65906,R13124
R77207,R66784
R37664,R65377
R54840,R89418
R92086,R68174
R77511,R37645
R57671,R62434
R43399,R48539
R67297,R13545
R19962,R44571
R20097,R54279
R61153,R56465
R84547,R84702
R54146,R80276
R40840,R98124
R47245,R98552
R59226,R48054
R74498,R74528
R43503,R27652
R51296,R16634
R31416,R60089
R58457,R17768
R48017,R32154
R39076,R12659
R22555,R87368
R63777,R21362
R97430,R80743
R67635,R26260
R79833,R77844
R32593,R64003
R97822,R54447
R21318,R23241
R62209,R39765
R99506,R80464
R50675,R10532
R38640,R82673
R67235,R58227
R32002,R71843
R76216,R45355
R51796,R16620
R77922,R61962
R96013,R48477
R11661,R84130
R42386,R66294
R90695,R72850
R99663,R54378
R21804,R87366
R73498,R60715
R25120,R45612
R19923,R35770
R85209,R10606
R59878,R61070
R10541,R86450
R43177,R72416
R79622,R83484
R71432,R72721
R30584,R53255
R86202,R42677
R31873,R24134
R20191,R32239
R11118,R71763
R46741,R25078
R12991,R31084
R25756,R92432
R83764,R25102
R56441,R67930
R99528,R62425
R93580,R82725
R11369,R58411
R54784,R50207
R55477,R79381
R43726,R72066
R23567,R26402
R33026,R64070
R24292,R23628
R22479,R63619
R46727,R90669
R41852,R85540
R80791,R61298
R96684,R44823
R42508,R25813
R34589,R54435
R50351,R40480
R26660,R35296
R91157,R33835
R14226,R95608
R35377,R90239
R81632,R41751
R64268,R85767
R61804,R41648
R54033,R30679
R98732,R83734
R29931,R16643
R43463,R94738
R98251,R76526
R73081,R81546
R47467,R73232
R92577,R24827
R55788,R22076
R46643,R42716
R94960,R12377
R29492,R59440
R18491,R64290
R87515,R44349
R65506,R25511
R38472,R35980
R57918,R46034
R87940,R13936
R33610,R57616
R60939,R88652
R34466,R86796
R70538,R67505
R89621,R35727
R17336,R28844
R49535,R57412
R21820,R56562
R72991,R91279
R70037,R47181
R76744,R16967
R74759,R92602
R91671,R56997
R71193,R98881
R27921,R31492
R64157,R10929
R83503,R14883
R46848,R41694
R11205,R94673
R39291,R20382
R48827,R66477
R52022,R91990
R49422,R98007
R11505,R22152
R54687,R22223
R78722,R37930
R35570,R68061
R61839,R58379
R59001,R55404
R58651,R16803
R76411,R85119
R28640,R99878
R64156,R45383
R66086,R21585
R32498,R99344
R27150,R77351
R17807,R18776
R58646,R70158
R53469,R15720
R30608,R17432
R59250,R29847
R60377,R24802
R35656,R54897
R70592,R19147
R90540,R36358
R76539,R57064
R34991,R44124
R82372,R10484
R89684,R16438
R23407,R33457
R17957,R90719
R63107,R44722
R51751,R81654
R22667,R63901
R46877,R53171
R85976,R12166
R28067,R10379
R43509,R54313
R31310,R42424
R64138,R58757
R87180,R89003
R99818,R69165
R51607,R33179
R57447,R98477
R81751,R63615
R49165,R91058
R35880,R18969
R59266,R22372
R10590,R84756
R68784,R92105
R24840,R75848
R69772,R26203
R19627,R25882
R24964,R31026
R16769,R12910
R29148,R31486
R88037,R99107
R23999,R89463
R82727,R58560
R55244,R48282
R47372,R13772
R95618,R22539
R25793,R27065
R59536,R59423
R96605,R27566
R88324,R82901
R85525,R44583
R74014,R69214
R59753,R52319
R67574,R18968
R41354,R77244
R59235,R91029
R95203,R40536
R37673,R82087
R78676,R66582
R44239,R25132
R16300,R25583
R68128,R95841
R85329,R78055
R31173,R50457
R94215,R42920
R31397,R96586
R79827,R15596
R12885,R90514
R61833,R66226
R34582,R67411
R83865,R26532
R17321,R73402
R47057,R45442
R81050,R61598
R76286,R85284
R81493,R75761
R51586,R65464
R11054,R49118
R53455,R14145
R49385,R22353
R29272,R12977
R71637,R90385
R32685,R31408
R84784,R46136
R42038,R33400
R17437,R90390
R36582,R37882
R66152,R80761
R53369,R25816
R19173,R75546
R40658,R28100
R69744,R74820
R74026,R36802
R53141,R12168
R25705,R98798
R26408,R97385
R91363,R52329
R83214,R11879
R84734,R15475
R50607,R86853
R52020,R58415
R88643,R40368
R60411,R26821
R40231,R99604
R26568,R97263
R21553,R30761
R91611,R37151
R27536,R54459
R34684,R13476
R80732,R56207
R65307,R81734
R52851,R43878
R65357,R24614
R73176,R25215
R43807,R12115
R24075,R99434
R33614,R48415
R23828,R70644
R93579,R46021
R35712,R54000
R54937,R51883
R66621,R10096
R60543,R83890
R52345,R19537
R11337,R54843
R75604,R77984
R65252,R40422
R61436,R86339
R71291,R54686
R22025,R51970
R51739,R51370
R24863,R34105
R10805,R52370
R34587,R28766
R66157,R83729
R90716,R98531
R61022,R82680
R58318,R67829
R97825,R42685
R95059,R73354
R34346,R56059
R96852,R31390
R90518,R11371
R25837,R27269
R78912,R64696
R61447,R74086
R69375,R51041
R21863,R65698
R62803,R23854
R18904,R91813
R89462,R35945
R89608,R29905
R89535,R85762
R63734,R70878
R21914,R25318
R53487,R29771
R99131,R10743
R36662,R83936
R60177,R15454
R69582,R37293
R71257,R87928
R75377,R57183
R83655,R11357
R95790,R85488
R92697,R27628
R37554,R40351
R39737,R10117
R75566,R77783
R95258,R10173
R51164,R75125
R98403,R50397
R31704,R70866
R27274,R57497
R58495,R33295
R51678,R70604
R31063,R21417
R21816,R85899
R65275,R19872
R58528,R83254
R24625,R11966
R90255,R81661
R88666,R45241
R81182,R53847
R48913,R47938
R80644,R37495
R69877,R81827
R68144,R78818
R82460,R11925
R27217,R53281
R91315,R81286
R64169,R76870
R29076,R14810
R37180,R51994
R64544,R99385
R45693,R30750
R29617,R25747
R34920,R75489
R94633,R46639
R94194,R85139
R25423,R82340
R64319,R84620
R18009,R99157
R62669,R59951
R36935,R12729
R32537,R86531
R13849,R89344
R52413,R55176
R36860,R91167
R41337,R88453
R31423,R37248
R76312,R71653
R17522,R17053
R54236,R14541
R84480,R90425
R58997,R99575
R51762,R54350
R52438,R63641
R86729,R30049
R73305,R88614
R73412,R52539
R96886,R38821
R35909,R40110
R15797,R36777
R54670,R46592
R94238,R56070
R57761,R21232
R98871,R66148
R46830,R33348
R14408,R97203
R24175,R94351
R29555,R51616
R62411,R13870
R23987,R33657
R83114,R62377
R22739,R28171
R71485,R74604
R84414,R33898
R97042,R76348
R40301,R89329
R15410,R87228
R70712,R56698
R29895,R82427
R91983,R32085
R23443,R50912
R30166,R59174
R14174,R70552
R45952,R11058
R50437,R95025
R73645,R63124
R82668,R34148
R25446,R42040
R19954,R57530
R87586,R57241
R38453,R20899
R31593,R36480
R46582,R91337
R36042,R66756
R99857,R69069
R19186,R39371
R75038,R43831
R99540,R73721
R31136,R24185
R44048,R67018
R12308,R68211
R21879,R44488
R19202,R78744
R94336,R14444
R51261,R96534
R24834,R88570
R88390,R27240
R20877,R32321
R11687,R40443
R52703,R37300
R83203,R45336
R28122,R38389
R99361,R88880
R52722,R92265
R96233,R54426
R85829,R41947
R78431,R46084
R58414,R56163
R64575,R24932
R35803,R56236
R81514,R30795
R30273,R85723
R34811,R91396
R53554,R50708
R92910,R44994
R47276,R59816
R19273,R38471
R17133,R74211
R20103,R43221
R96221,R55335
R76509,R69861
R28500,R58849
R71366,R89986
R35284,R87024
R31309,R79800
R38593,R97809
R20078,R16223
R60061,R45000
R13301,R68825
R23783,R36712
R90114,R41343
R22684,R79103
R50824,R37514
R44230,R55908
R63827,R27925
R72585,R76455
R81901,R74892
R60103,R89532
R95656,R44091
R96772,R48473
R12754,R51767
R63849,R41478
R70399,R60581
R59517,R83792
R75817,R68635
R67463,R71563
R79492,R60903
R21278,R34832
R85476,R76367
R67296,R70027
R57000,R45119
R98237,R38893
R63104,R66829
R76371,R48617
R72006,R38990
R64559,R66146
R40500,R15267
R95167,R90339
R53229,R62192
R50089,R93125
R48355,R11095
R90823,R54914
R56401,R82470
R54604,R57312
R25288,R36337
R17867,R34796
R39931,R68040
R21322,R99703
R62504,R74222
R62868,R78162
R77942,R66334
R98623,R52898
R36833,R69924
R58410,R75191
R75612,R72224
R39303,R26728
R93761,R84775
R47593,R34626
R10023,R18836
R73619,R88198
R59544,R46819
R59022,R71708
R31758,R74103
R46331,R78662
R98932,R13414
R40360,R47111
R96824,R45110
R52841,R98680
R95802,R57917
R68701,R61309
R50580,R44366
R54873,R80134
R71033,R80999
R53101,R58780
R28239,R22660
R26040,R82894
R88751,R45791
R95891,R72498
R26469,R68671
R89549,R27291
R65036,R43499
R52339,R45630
R42621,R90420
R80786,R48618
R24889,R98014
R77064,R73786
R57606,R10587
R51240,R87381
R80738,R33704
R40479,R83040
R83980,R15577
R16661,R10222
R98266,R38997
R45008,R80504
R67171,R54101
R40630,R97961
R21603,R68065
R89600,R60547
R15557,R90512
R95795,R70033
R89705,R57003
R16746,R26340
R30919,R19006
R66038,R11690
R40566,R37256
R21551,R13471
R16492,R74983
R82250,R44864
R78386,R61063
R56786,R90704
R22018,R79945
R49711,R77391
R65353,R29053
R37321,R84168
R12264,R39156
R32029,R65848
R56285,R21151
R44420,R31351
R24912,R60220
R98676,R74718
R68388,R22516
R17842,R24833
R23031,R63276
R58863,R76141
R16568,R64885
R95485,R77042
R92270,R71406
R33177,R43742
R66800,R16487
R15573,R82530
R91123,R72504
R69035,R75248
R95600,R13337
R34686,R32298
R55422,R51383
R94141,R10941
R13864,R23375
R26202,R70436
R23977,R78750
R90354,R88090
R45399,R12033
R63371,R60040
R90956,R56015
R78713,R51473
R53987,R63362
R19774,R37888
R62433,R88884
R78166,R83365
R59077,R28546
R58246,R32997
R36420,R65257
R32166,R53522
R73489,R91967
R60570,R89022
R18124,R91647
R93405,R42583
R26142,R16138
R70450,R50998
R93627,R41301
R80806,R26826
R92382,R91285
R67331,R25953
R67205,R36811
R56272,R88488
R92817,R82254
R14811,R50354
R83388,R43673
R95887,R54816
R96986,R55358
R64326,R50521
R66248,R52583
R99232,R81109
R97920,R38595
R77811,R24713
R85939,R58704
R28118,R26046
R92319,R33815
R69751,R82639
R97544,R82768
R58583,R70514
R90730,R20593
R57326,R54082
R96900,R18113
R34050,R73265
R59298,R23747
R30546,R31676
R10530,R12294
R89088,R61721
R87002,R61858
R43660,R75507
R11578,R92915
R45565,R50579
R98582,R37296
R28033,R23701
R98335,R77192
R31441,R53814
R82643,R28076
R48446,R43329
R48720,R69247
R13036,R95836
R55664,R40010
R33662,R39820
R49491,R59824
R15607,R65103
R20031,R28721
R89993,R36644
R47209,R82759
R95315,R81094
R21984,R91104
R87088,R31854
R84261,R99713
R75393,R11069
R89148,R18001
R72692,R82889
R45317,R13831
R34107,R58750
R65729,R79959
R71482,R32358
R63008,R41761
R12533,R38785
R21084,R45654
R79484,R19535
R32710,R95787
R15825,R95172
R21696,R60073
R86378,R34069
R54775,R59826
R36033,R65715
R54927,R35877
R73161,R15873
R89876,R28128
R16952,R98057
R52659,R64647
R17648,R16752
R43796,R94016
R20446,R42468
R64635,R18923
R64838,R85497
R24634,R65423
R66330,R65406
R37716,R50500
R26141,R19337
R17385,R16948
R49016,R40265
R62224,R11202
R98313,R48065
R37071,R71887
R42870,R99683
R69519,R69890
R87691,R59996
R85150,R24373
R49958,R83763
R13461,R31239
R19710,R49852
R66585,R26922
R48345,R71196
R64014,R21532
R62761,R17747
R57692,R71953
R80133,R11374
R92689,R47351
R30831,R64099
R60216,R95465
R34487,R42575
R75430,R55547
R47816,R89488
R73156,R36105
R64842,R93117
R83132,R69171
R73927,R26861
R30531,R61240
R85726,R16595
R17161,R15420
R53716,R46520
R25802,R79720
R12455,R95622
R42462,R72769
R46517,R59244
R14288,R38300
R25994,R48819
R73378,R31483
R77333,R26533
R49051,R51942
R16831,R21359
R37372,R83937
R36656,R48399
R41398,R76622
R33325,R32745
R84211,R27034
R91916,R74934
R39456,R53136
R77088,R29727
R43278,R13423
R12865,R56720
R51625,R95909
R57785,R37146
R60541,R85103
R58159,R89129
R25965,R84139
R91586,R20965
R77012,R92017
R75877,R81075
R15148,R44008
R94419,R67213
R35208,R64967
R38699,R71692
R48483,R94119
R89378,R73396
R98907,R18926
R83776,R80284
R11700,R49173
R83535,R13591
R82112,R63488
R89736,R94950
R67774,R92825
R21824,R93552
R47329,R46407
R48949,R72774
R76841,R48805
R45832,R46858
R28259,R95963
R60408,R12888
R81064,R87845
R98287,R58741
R63563,R13750
R81709,R60499
R59842,R61976
R61466,R19577
R75718,R67238
R75859,R69488
R38870,R63639
R55394,R54128
R44502,R18497
R18589,R19324
R58257,R69874
R87689,R48861
R52462,R56084
R10507,R75321
R29544,R44109
R85435,R41755
R85682,R16452
R51712,R55447
R66612,R75049
R75521,R65782
R36016,R76695
R52012,R34040
R73945,R34204
R92824,R57451
R85940,R33000
R62306,R50730
R37072,R60946
R77336,R72258
R40081,R96203
R67786,R23215
R99014,R34180
R41188,R22323
R47013,R65111
R20072,R47897
R73633,R38232
R92521,R51374
R17477,R29558
R45826,R97219
R28729,R36409
R59850,R26050
R41481,R77847
R29913,R81318
R83318,R32733
R88163,R42344
R44536,R95131
R49272,R85996
R67038,R19383
R66273,R16306
R14501,R16262
R80066,R34965
R59567,R16910
R51898,R10539
R96890,R72373
R82363,R46103
R46534,R68054
R14427,R75293
R19410,R84608
R86331,R95459
R49204,R90121
R10468,R96813
R58779,R93990
R57716,R73253
R17182,R57953
R30007,R69100
R77134,R44829
R59684,R80356
R57683,R44838
R14984,R82026
R29952,R90396
R29954,R76191
R81180,R73088
R16498,R52444
R38311,R15315
R55965,R97133
R86036,R62822
R68919,R76402
R38091,R19977
R77494,R88936
R42599,R81042
R85602,R54833
R21752,R32698
R35224,R25535
R70066,R42672
R84304,R96855
R32258,R15421
R24519,R77866
R14948,R48440
R66361,R49237
R68622,R11360
R78573,R95387
R26563,R43708
R22401,R94477
R91395,R95631
R48486,R51760
R67070,R38354
R62639,R52002
R98874,R47752
R42395,R46527
R20795,R43493
R39564,R51338
R35944,R53919
R99104,R55969
R92646,R34241
R97540,R74725
R48409,R21445
R89739,R15565
R88220,R80211
R40619,R17879
R70805,R99997
R66904,R29411
R41087,R10452
R75664,R95342
R24663,R26425
R64460,R17136
R52087,R85731
R37515,R11407
R76865,R20469
R33246,R46676
R60897,R95681
R48177,R52646
R99668,R88579
R71619,R20239
R30447,R24599
R58894,R73332
R22663,R49426
R73755,R44010
R87674,R19596
R54161,R25205
R82585,R31598
R62439,R61679
R27059,R44079
R29521,R45122
R21408,R63353
R28372,R66912
R76661,R54209
R17562,R11429
R51976,R23928
R84799,R29515
R40853,R92743
R75211,R55068
R33089,R65771
R52073,R16242
R36793,R83221
R89266,R55090
R15574,R32526
R44917,R97310
R36072,R59911
R25675,R24970
R96455,R90439
R58001,R45426
R48897,R18136
R37647,R73585
R18205,R27844
R50629,R53334
R62167,R92169
R24621,R75644
R52163,R60095
R33316,R83726
R70742,R95045
R15328,R13473
R78473,R39973
R88661,R30781
R48167,R44431
R39523,R77872
R55474,R11483
