设备号,统计时间,用户号,频道,回看开始时间,回看结束时间,回看时长.时.
10072,20170905,10951,翡翠台,2017/9/5 7:11,2017/9/5 19:14,2
10072,20170905,10951,翡翠台,2017/9/5 7:11,2017/9/5 19:14,2
10072,20170905,10951,翡翠台,2017/9/5 7:11,2017/9/5 19:14,2
10072,20170905,10951,翡翠台,2017/9/5 7:11,2017/9/5 19:14,2
10072,20170905,10951,翡翠台,2017/9/5 7:11,2017/9/5 19:14,2
10072,20170905,10951,翡翠台,2017/9/5 7:11,2017/9/5 19:14,0.8014
10072,20170906,10951,翡翠台,2017/9/6 21:31,2017/9/6 22:16,0.2803
10072,20170906,10951,翡翠台,2017/9/6 21:31,2017/9/6 22:16,0.4753
10072,20170906,10951,翡翠台,2017/9/6 18:26,2017/9/6 18:35,0.1569
10072,20170906,10951,翡翠台,2017/9/6 18:35,2017/9/6 21:31,1.525
10072,20170906,10951,翡翠台,2017/9/6 18:35,2017/9/6 21:31,1.4025
10072,20170907,10951,翡翠台,2017/9/7 6:46,2017/9/7 7:34,0.7908
10072,20170908,10951,翡翠台,2017/9/8 18:56,2017/9/8 19:46,0.8431
10072,20170908,10951,翡翠台,2017/9/8 6:48,2017/9/8 7:54,1.1125
10072,20170909,10951,翡翠台,2017/9/9 20:34,2017/9/9 23:25,1.4261
10072,20170909,10951,翡翠台,2017/9/9 20:34,2017/9/9 23:25,1.43
10072,20170909,10951,翡翠台,2017/9/9 7:31,2017/9/9 20:34,0.5706
10072,20170909,10951,翡翠台,2017/9/9 7:31,2017/9/9 20:34,2
10072,20170909,10951,翡翠台,2017/9/9 7:31,2017/9/9 20:34,2
10072,20170909,10951,翡翠台,2017/9/9 7:31,2017/9/9 20:34,2
10072,20170909,10951,翡翠台,2017/9/9 7:31,2017/9/9 20:34,2
10072,20170909,10951,翡翠台,2017/9/9 7:31,2017/9/9 20:34,2
10072,20170909,10951,翡翠台,2017/9/9 7:31,2017/9/9 20:34,2
10072,20170909,10951,翡翠台,2017/9/9 7:31,2017/9/9 20:34,0.4681
10072,20170909,10951,翡翠台,2017/9/9 6:42,2017/9/9 7:31,0.8261
10072,20170910,10951,翡翠台,2017/9/10 7:08,2017/9/10 8:01,0.0244
10072,20170910,10951,翡翠台,2017/9/10 7:08,2017/9/10 8:01,0.8633
10072,20170910,10951,翡翠台,2017/9/10 6:49,2017/9/10 7:07,0.2961
10072,20170911,10951,翡翠台,2017/9/11 18:58,2017/9/11 19:47,0.8219
10072,20170911,10951,翡翠台,2017/9/11 17:45,2017/9/11 18:37,0.6244
10072,20170911,10951,翡翠台,2017/9/11 17:45,2017/9/11 18:37,0.2369
10072,20170911,10951,翡翠台,2017/9/11 6:46,2017/9/11 7:39,0.885
10072,20170912,10951,翡翠台,2017/9/12 6:56,2017/9/12 7:02,0.1008
10072,20170912,10951,翡翠台,2017/9/12 7:20,2017/9/12 18:06,0.1133
10072,20170912,10951,翡翠台,2017/9/12 7:20,2017/9/12 18:06,2
10072,20170912,10951,翡翠台,2017/9/12 7:20,2017/9/12 18:06,2
10072,20170912,10951,翡翠台,2017/9/12 7:20,2017/9/12 18:06,2
10072,20170912,10951,翡翠台,2017/9/12 7:20,2017/9/12 18:06,2
10072,20170912,10951,翡翠台,2017/9/12 7:20,2017/9/12 18:06,2
10072,20170912,10951,翡翠台,2017/9/12 7:20,2017/9/12 18:06,0.6608
10072,20170912,10951,翡翠台,2017/9/12 18:44,2017/9/12 19:22,0.6319
10072,20170912,10951,翡翠台,2017/9/12 19:22,2017/9/12 21:43,1.7325
10072,20170912,10951,翡翠台,2017/9/12 19:22,2017/9/12 21:43,0.6222
10072,20170912,10951,翡翠台,2017/9/12 18:40,2017/9/12 18:44,0.0667
10072,20170912,10951,翡翠台,2017/9/12 18:06,2017/9/12 18:40,0.5558
10072,20170913,10951,翡翠台,2017/9/13 7:29,2017/9/13 16:55,2
10072,20170913,10951,翡翠台,2017/9/13 7:29,2017/9/13 16:55,2
10072,20170913,10951,翡翠台,2017/9/13 7:29,2017/9/13 16:55,2
10072,20170913,10951,翡翠台,2017/9/13 7:29,2017/9/13 16:55,2
10072,20170913,10951,翡翠台,2017/9/13 7:29,2017/9/13 16:55,0.5031
10072,20170913,10951,翡翠台,2017/9/13 17:00,2017/9/13 19:56,1.9403
10072,20170913,10951,翡翠台,2017/9/13 17:00,2017/9/13 19:56,0.9975
10072,20170913,10951,翡翠台,2017/9/13 16:55,2017/9/13 17:00,0.0775
10072,20170913,10951,翡翠台,2017/9/13 7:29,2017/9/13 16:55,0.9228
10072,20170914,10951,翡翠台,2017/9/14 6:24,2017/9/14 7:08,0.7383
10072,20170915,10951,翡翠台,2017/9/15 7:09,2017/9/15 16:13,2
10072,20170915,10951,翡翠台,2017/9/15 7:09,2017/9/15 16:13,2
10072,20170915,10951,翡翠台,2017/9/15 7:09,2017/9/15 16:13,2
10072,20170915,10951,翡翠台,2017/9/15 7:09,2017/9/15 16:13,2
10072,20170915,10951,翡翠台,2017/9/15 7:09,2017/9/15 16:13,0.8417
10072,20170915,10951,翡翠台,2017/9/15 16:22,2017/9/15 16:33,0.1844
10072,20170915,10951,翡翠台,2017/9/15 16:13,2017/9/15 16:22,0.1486
10072,20170915,10951,翡翠台,2017/9/15 6:49,2017/9/15 7:09,0.3367
10072,20170915,10951,翡翠台,2017/9/15 7:09,2017/9/15 16:13,0.2253
10072,20170916,10951,珠江电影,2017/9/16 15:55,2017/9/16 15:56,0.0169
10072,20170916,10951,珠江电影,2017/9/16 15:56,2017/9/16 21:18,1.3083
10072,20170916,10951,珠江电影,2017/9/16 15:56,2017/9/16 21:18,2
10072,20170916,10951,珠江电影,2017/9/16 15:56,2017/9/16 21:18,2
10072,20170916,10951,珠江电影,2017/9/16 15:56,2017/9/16 21:18,0.0558
10072,20170916,10951,翡翠台,2017/9/16 14:53,2017/9/16 15:50,0.9611
10072,20170916,10951,珠江电影,2017/9/16 15:51,2017/9/16 15:55,0.0625
10072,20170917,10951,珠江电影,2017/9/16 21:18,2017/9/17 7:10,2
10072,20170917,10951,翡翠台,2017/9/17 14:49,2017/9/17 16:00,0.0042
10072,20170917,10951,翡翠台,2017/9/17 14:49,2017/9/17 16:00,1.1756
10072,20170917,10951,翡翠台,2017/9/17 13:46,2017/9/17 13:47,0.0172
10072,20170917,10951,翡翠台,2017/9/17 13:47,2017/9/17 14:00,0.0094
10072,20170917,10951,翡翠台,2017/9/17 13:47,2017/9/17 14:00,0.2119
10072,20170917,10951,翡翠台,2017/9/17 14:00,2017/9/17 14:49,0.8158
10072,20170917,10951,翡翠台,2017/9/17 11:51,2017/9/17 13:46,1.7681
10072,20170917,10951,翡翠台,2017/9/17 11:51,2017/9/17 13:46,0.1461
10072,20170917,10951,翡翠台,2017/9/17 11:50,2017/9/17 11:51,0.0192
10072,20170917,10951,翡翠台,2017/9/17 10:17,2017/9/17 11:49,1.5289
10072,20170917,10951,翡翠台,2017/9/17 10:13,2017/9/17 10:17,0.0669
10072,20170917,10951,翡翠台,2017/9/17 8:22,2017/9/17 8:31,0.1564
10072,20170917,10951,翡翠台,2017/9/17 8:32,2017/9/17 10:13,0.2219
10072,20170917,10951,翡翠台,2017/9/17 8:32,2017/9/17 10:13,1.4544
10072,20170917,10951,翡翠台,2017/9/17 7:11,2017/9/17 8:22,0.3725
10072,20170917,10951,翡翠台,2017/9/17 7:11,2017/9/17 8:22,0.8036
10072,20170917,10951,珠江电影,2017/9/16 21:18,2017/9/17 7:10,2
10072,20170917,10951,珠江电影,2017/9/16 21:18,2017/9/17 7:10,0.6919
10072,20170917,10951,珠江电影,2017/9/16 21:18,2017/9/17 7:10,1.1831
10072,20170917,10951,珠江电影,2017/9/16 21:18,2017/9/17 7:10,2
10072,20170917,10951,珠江电影,2017/9/16 21:18,2017/9/17 7:10,2
10072,20170918,10951,翡翠台,2017/9/18 6:59,2017/9/18 7:50,0.85
10072,20170918,10951,翡翠台,2017/9/18 18:23,2017/9/18 18:43,0.3281
10072,20170918,10951,翡翠台,2017/9/18 17:23,2017/9/18 18:23,0.3989
10072,20170918,10951,翡翠台,2017/9/18 17:23,2017/9/18 18:23,0.6056
10072,20170918,10951,翡翠台,2017/9/18 7:50,2017/9/18 17:23,1.3875
10072,20170918,10951,翡翠台,2017/9/18 7:50,2017/9/18 17:23,2
10072,20170918,10951,翡翠台,2017/9/18 7:50,2017/9/18 17:23,2
10072,20170918,10951,翡翠台,2017/9/18 7:50,2017/9/18 17:23,2
10072,20170918,10951,翡翠台,2017/9/18 7:50,2017/9/18 17:23,2
10072,20170918,10951,翡翠台,2017/9/18 7:50,2017/9/18 17:23,0.1544
10072,20170921,10951,翡翠台,2017/9/21 18:03,2017/9/21 18:04,0.0228
10072,20170921,10951,翡翠台,2017/9/21 7:37,2017/9/21 18:03,0.05
10072,20170921,10951,翡翠台,2017/9/21 7:37,2017/9/21 18:03,2
10072,20170921,10951,翡翠台,2017/9/21 7:37,2017/9/21 18:03,2
10072,20170921,10951,翡翠台,2017/9/21 7:37,2017/9/21 18:03,2
10072,20170921,10951,翡翠台,2017/9/21 7:37,2017/9/21 18:03,2
10072,20170921,10951,翡翠台,2017/9/21 7:37,2017/9/21 18:03,2
10072,20170921,10951,翡翠台,2017/9/21 7:37,2017/9/21 18:03,0.3753
10072,20170921,10951,翡翠台,2017/9/21 6:47,2017/9/21 7:37,0.8408
10072,20170921,10951,翡翠台,2017/9/21 6:44,2017/9/21 6:47,0.0364
10072,20170921,10951,翡翠台,2017/9/21 6:28,2017/9/21 6:44,0.2653
10072,20170922,10951,翡翠台,2017/9/22 7:18,2017/9/22 23:04,1.0711
10072,20170922,10951,翡翠台,2017/9/22 7:18,2017/9/22 23:04,2
10072,20170922,10951,翡翠台,2017/9/22 7:18,2017/9/22 23:04,2
10072,20170922,10951,翡翠台,2017/9/22 7:18,2017/9/22 23:04,2
10072,20170922,10951,翡翠台,2017/9/22 7:18,2017/9/22 23:04,2
10072,20170922,10951,翡翠台,2017/9/22 7:18,2017/9/22 23:04,2
10072,20170922,10951,翡翠台,2017/9/22 7:18,2017/9/22 23:04,2
10072,20170922,10951,翡翠台,2017/9/22 7:18,2017/9/22 23:04,2
10072,20170922,10951,翡翠台,2017/9/22 7:18,2017/9/22 23:04,0.6908
10072,20170922,10951,翡翠台,2017/9/22 6:15,2017/9/22 7:02,0.7883
10072,20170922,10951,翡翠台,2017/9/22 7:02,2017/9/22 7:16,0.225
10072,20170923,10951,翡翠台,2017/9/23 6:50,2017/9/23 23:24,1.4061
10072,20170923,10951,翡翠台,2017/9/23 6:50,2017/9/23 23:24,2
10072,20170923,10951,翡翠台,2017/9/23 6:50,2017/9/23 23:24,2
10072,20170923,10951,翡翠台,2017/9/23 6:50,2017/9/23 23:24,2
10072,20170923,10951,翡翠台,2017/9/23 6:50,2017/9/23 23:24,2
10072,20170923,10951,翡翠台,2017/9/23 6:50,2017/9/23 23:24,2
10072,20170923,10951,翡翠台,2017/9/23 6:50,2017/9/23 23:24,2
10072,20170923,10951,翡翠台,2017/9/23 6:50,2017/9/23 23:24,2
10072,20170923,10951,翡翠台,2017/9/23 6:50,2017/9/23 23:24,1.1617
10072,20170925,10951,翡翠台,2017/9/25 12:31,2017/9/25 12:52,0.3442
10072,20170925,10951,翡翠台,2017/9/25 17:30,2017/9/25 18:26,0.4383
10072,20170925,10951,翡翠台,2017/9/25 17:30,2017/9/25 18:26,0.4947
10072,20170925,10951,翡翠台,2017/9/25 12:59,2017/9/25 13:53,0.8953
10072,20170925,10951,翡翠台,2017/9/25 12:52,2017/9/25 12:59,0.1175
10072,20170925,10951,翡翠台,2017/9/25 14:00,2017/9/25 14:05,0.0733
10072,20170926,10951,翡翠台,2017/9/26 6:44,2017/9/26 6:56,0.1975
10072,20170926,10951,珠江电影,2017/9/26 6:56,2017/9/26 21:00,1.0114
10072,20170926,10951,珠江电影,2017/9/26 6:56,2017/9/26 21:00,2
10072,20170926,10951,珠江电影,2017/9/26 6:56,2017/9/26 21:00,2
10072,20170926,10951,珠江电影,2017/9/26 6:56,2017/9/26 21:00,2
10072,20170926,10951,珠江电影,2017/9/26 6:56,2017/9/26 21:00,2
10072,20170926,10951,珠江电影,2017/9/26 6:56,2017/9/26 21:00,2
10072,20170926,10951,珠江电影,2017/9/26 6:56,2017/9/26 21:00,2
10072,20170926,10951,珠江电影,2017/9/26 6:56,2017/9/26 21:00,1.0531
10072,20170928,10951,翡翠台,2017/9/28 6:18,2017/9/28 17:10,2
10072,20170928,10951,翡翠台,2017/9/28 6:18,2017/9/28 17:10,2
10072,20170928,10951,翡翠台,2017/9/28 6:18,2017/9/28 17:10,2
10072,20170928,10951,翡翠台,2017/9/28 6:18,2017/9/28 17:10,2
10072,20170928,10951,翡翠台,2017/9/28 6:18,2017/9/28 17:10,1.6931
10072,20170928,10951,翡翠台,2017/9/27 6:40,2017/9/28 0:00,2
10072,20170928,10951,翡翠台,2017/9/27 6:40,2017/9/28 0:00,2
10072,20170928,10951,翡翠台,2017/9/27 6:40,2017/9/28 0:00,2
10072,20170928,10951,翡翠台,2017/9/27 6:40,2017/9/28 0:00,2
10072,20170928,10951,翡翠台,2017/9/27 6:40,2017/9/28 0:00,2
10072,20170928,10951,翡翠台,2017/9/27 6:40,2017/9/28 0:00,2
10072,20170928,10951,翡翠台,2017/9/27 6:40,2017/9/28 0:00,2
10072,20170928,10951,翡翠台,2017/9/27 6:40,2017/9/28 0:00,2
10072,20170928,10951,翡翠台,2017/9/27 6:40,2017/9/28 0:00,1.3258
10072,20170928,10951,翡翠台,2017/9/27 6:40,2017/9/28 0:00,0.0103
10072,20170928,10951,翡翠台,2017/9/28 17:13,2017/9/28 17:57,0.7331
10072,20170928,10951,翡翠台,2017/9/28 17:10,2017/9/28 17:13,0.045
10072,20170928,10951,翡翠台,2017/9/28 6:18,2017/9/28 17:10,1.1692
10073,20170813,10832,星空卫视,2017/8/13 13:58,2017/8/13 14:00,0.0261
10073,20170813,10832,旅游卫视,2017/8/13 13:13,2017/8/13 13:21,0.1442
10073,20170813,10832,星空卫视,2017/8/13 13:21,2017/8/13 13:58,0.6125
10073,20170813,10832,旅游卫视,2017/8/13 12:52,2017/8/13 13:13,0.3503
10073,20170813,10832,旅游卫视,2017/8/13 12:28,2017/8/13 12:51,0.385
10073,20170813,10832,星空卫视,2017/8/13 14:31,2017/8/13 14:50,0.3086
10073,20170813,10832,星空卫视,2017/8/13 14:00,2017/8/13 14:31,0.5256
10073,20170813,10832,星空卫视,2017/8/13 13:58,2017/8/13 14:00,0.0056
10073,20170815,10832,广州影视,2017/8/15 17:17,2017/8/15 17:22,0.0789
10073,20170815,10832,广州影视,2017/8/15 17:22,2017/8/15 17:55,0.5467
10073,20170815,10832,广州影视,2017/8/15 16:54,2017/8/15 17:17,0.3894
10073,20170817,10832,星空卫视,2017/8/17 14:11,2017/8/17 14:15,0.0731
10073,20170916,10832,中央5台-高清,2017/9/16 18:57,2017/9/16 18:58,0.0233
10073,20170916,10832,中央5台-高清,2017/9/16 20:22,2017/9/16 20:41,0.3069
10073,20170916,10832,中央5台-高清,2017/9/16 18:58,2017/9/16 19:36,0.6386
10075,20170713,11000,中央1台-高清,2017/7/13 22:20,2017/7/13 22:25,0.0792
10075,20170714,11000,中央1台-高清,2017/7/14 10:46,2017/7/14 10:47,0.0247
10075,20170714,11000,中央1台-高清,2017/7/14 22:08,2017/7/14 22:48,0.6611
10075,20170714,11000,中央1台-高清,2017/7/14 21:57,2017/7/14 22:08,0.1458
10075,20170714,11000,中央1台-高清,2017/7/14 21:57,2017/7/14 22:08,0.0336
10075,20170718,11000,中央1台-高清,2017/7/18 21:45,2017/7/18 22:05,0.0894
10075,20170718,11000,中央1台-高清,2017/7/18 21:45,2017/7/18 22:05,0.2367
10075,20170723,11000,浙江卫视-高清,2017/7/23 19:23,2017/7/23 20:04,0.0747
10075,20170723,11000,浙江卫视-高清,2017/7/23 19:23,2017/7/23 20:04,0.615
10075,20170723,11000,浙江卫视-高清,2017/7/23 18:12,2017/7/23 18:34,0.3658
10075,20170723,11000,浙江卫视-高清,2017/7/23 13:25,2017/7/23 13:26,0.0183
10075,20170723,11000,浙江卫视-高清,2017/7/23 13:27,2017/7/23 13:35,0.1436
10075,20170723,11000,浙江卫视-高清,2017/7/23 13:15,2017/7/23 13:25,0.1653
10075,20170723,11000,浙江卫视-高清,2017/7/23 11:46,2017/7/23 13:13,1.2322
10075,20170723,11000,浙江卫视-高清,2017/7/23 11:46,2017/7/23 13:13,0.23
10075,20170723,11000,浙江卫视-高清,2017/7/23 9:23,2017/7/23 11:43,1.7275
10075,20170723,11000,浙江卫视-高清,2017/7/23 9:23,2017/7/23 11:43,0.605
10075,20170724,11000,浙江卫视-高清,2017/7/24 20:00,2017/7/24 20:15,0.235
10075,20170724,11000,浙江卫视-高清,2017/7/24 20:26,2017/7/24 20:50,0.4081
10075,20170724,11000,浙江卫视-高清,2017/7/24 20:52,2017/7/24 21:52,1.0139
10075,20170724,11000,浙江卫视-高清,2017/7/24 20:15,2017/7/24 20:25,0.1681
10075,20170725,11000,中央1台-高清,2017/7/25 19:32,2017/7/25 20:12,0.215
10075,20170725,11000,中央1台-高清,2017/7/25 19:32,2017/7/25 20:12,0.4658
10075,20170725,11000,中央1台-高清,2017/7/25 19:30,2017/7/25 19:31,0.0197
10075,20170725,11000,中央1台-高清,2017/7/25 20:27,2017/7/25 21:09,0.6919
10075,20170728,11000,中央1台-高清,2017/7/28 21:02,2017/7/28 21:05,0.0353
10075,20170728,11000,金鹰卡通,2017/7/28 18:57,2017/7/28 20:05,0.0878
10075,20170728,11000,金鹰卡通,2017/7/28 18:57,2017/7/28 20:05,1.0469
10075,20170728,11000,浙江卫视-高清,2017/7/28 17:21,2017/7/28 17:23,0.0281
10075,20170728,11000,浙江卫视-高清,2017/7/28 13:14,2017/7/28 13:32,0.2936
10075,20170728,11000,浙江卫视-高清,2017/7/28 12:17,2017/7/28 13:13,0.9336
10075,20170903,11000,东方卫视-高清,2017/9/3 21:08,2017/9/3 21:46,0.6417
10075,20170903,11000,东方卫视-高清,2017/9/3 20:26,2017/9/3 21:07,0.6956
10075,20170903,11000,东方卫视-高清,2017/9/3 19:08,2017/9/3 19:47,0.6428
10075,20170903,11000,东方卫视-高清,2017/9/3 19:47,2017/9/3 20:25,0.4319
10075,20170903,11000,东方卫视-高清,2017/9/3 19:47,2017/9/3 20:25,0.2125
10075,20170904,11000,东方卫视-高清,2017/9/4 21:46,2017/9/4 22:24,0.4019
10075,20170904,11000,东方卫视-高清,2017/9/4 21:46,2017/9/4 22:24,0.2308
10075,20170904,11000,东方卫视-高清,2017/9/4 22:24,2017/9/4 22:27,0.0567
10075,20170904,11000,东方卫视-高清,2017/9/4 22:27,2017/9/4 23:05,0.6303
10075,20170904,11000,东方卫视-高清,2017/9/4 21:05,2017/9/4 21:46,0.6725
10075,20170917,11000,湖南卫视-高清,2017/9/17 13:06,2017/9/17 13:41,0.5847
10075,20170917,11000,北京卫视-高清,2017/9/17 12:37,2017/9/17 12:55,0.2894
10075,20170918,11000,湖南卫视-高清,2017/9/18 20:25,2017/9/18 20:56,0.5258
10076,20170701,10327,东方卫视-高清,2017/7/1 20:27,2017/7/1 21:08,0.6825
10076,20170701,10327,东方卫视-高清,2017/7/1 19:58,2017/7/1 20:27,0.46
10076,20170701,10327,东方卫视-高清,2017/7/1 19:58,2017/7/1 20:27,0.0319
10076,20170701,10327,中央6台-高清,2017/7/1 18:12,2017/7/1 19:57,1.7469
10076,20170702,10327,东方卫视-高清,2017/7/1 21:08,2017/7/2 8:11,2
10076,20170702,10327,东方卫视-高清,2017/7/2 17:55,2017/7/2 18:05,0.0875
10076,20170702,10327,东方卫视-高清,2017/7/2 17:55,2017/7/2 18:05,0.0747
10076,20170702,10327,东方卫视-高清,2017/7/2 17:45,2017/7/2 17:55,0.1644
10076,20170702,10327,东方卫视-高清,2017/7/1 21:08,2017/7/2 8:11,2
10076,20170702,10327,东方卫视-高清,2017/7/1 21:08,2017/7/2 8:11,0.8539
10076,20170702,10327,东方卫视-高清,2017/7/1 21:08,2017/7/2 8:11,0.1911
10076,20170702,10327,东方卫视-高清,2017/7/1 21:08,2017/7/2 8:11,2
10076,20170702,10327,东方卫视-高清,2017/7/1 21:08,2017/7/2 8:11,2
10076,20170702,10327,东方卫视-高清,2017/7/1 21:08,2017/7/2 8:11,2
10076,20170704,10327,东方卫视-高清,2017/7/4 18:05,2017/7/4 18:10,0.0914
10076,20170704,10327,东方卫视-高清,2017/7/4 18:11,2017/7/4 19:35,1.3933
10076,20170704,10327,东方卫视-高清,2017/7/4 12:48,2017/7/4 13:29,0.6861
10076,20170704,10327,东方卫视-高清,2017/7/4 13:29,2017/7/4 18:05,0.0883
10076,20170704,10327,东方卫视-高清,2017/7/4 13:29,2017/7/4 18:05,2
10076,20170704,10327,东方卫视-高清,2017/7/4 13:29,2017/7/4 18:05,2
10076,20170704,10327,东方卫视-高清,2017/7/4 13:29,2017/7/4 18:05,0.5106
10076,20170704,10327,东方卫视-高清,2017/7/4 11:33,2017/7/4 12:11,0.1958
10076,20170704,10327,东方卫视-高清,2017/7/4 11:33,2017/7/4 12:11,0.4442
10076,20170704,10327,东方卫视-高清,2017/7/4 10:51,2017/7/4 10:57,0.0975
10076,20170704,10327,东方卫视-高清,2017/7/4 12:11,2017/7/4 12:47,0.5981
10076,20170704,10327,东方卫视-高清,2017/7/4 10:57,2017/7/4 11:33,0.5889
10076,20170704,10327,东方卫视-高清,2017/7/4 10:29,2017/7/4 10:51,0.3781
10076,20170706,10327,东方卫视-高清,2017/7/6 17:59,2017/7/6 18:17,0.2833
10076,20170706,10327,东方卫视-高清,2017/7/6 17:59,2017/7/6 18:17,0.0139
10076,20170706,10327,东方卫视-高清,2017/7/6 17:55,2017/7/6 17:59,0.0628
10076,20170706,10327,东方卫视-高清,2017/7/6 17:16,2017/7/6 17:55,0.6525
10076,20170708,10327,中央6台-高清,2017/7/8 21:18,2017/7/8 22:05,0.0836
10076,20170708,10327,中央6台-高清,2017/7/8 21:18,2017/7/8 22:05,0.6953
10076,20170708,10327,中央6台-高清,2017/7/8 20:27,2017/7/8 20:31,0.0569
10076,20170708,10327,中央6台-高清,2017/7/8 20:31,2017/7/8 20:58,0.4497
10076,20170709,10327,中央6台-高清,2017/7/9 12:34,2017/7/9 18:31,0.5242
10076,20170709,10327,中央6台-高清,2017/7/9 12:34,2017/7/9 18:31,2
10076,20170709,10327,中央6台-高清,2017/7/9 12:34,2017/7/9 18:31,2
10076,20170709,10327,中央6台-高清,2017/7/9 12:34,2017/7/9 18:31,1.425
10076,20170709,10327,翡翠台,2017/7/8 22:06,2017/7/9 8:14,1.8936
10076,20170709,10327,翡翠台,2017/7/8 22:06,2017/7/9 8:14,0.2389
10076,20170709,10327,翡翠台,2017/7/8 22:06,2017/7/9 8:14,2
10076,20170709,10327,翡翠台,2017/7/8 22:06,2017/7/9 8:14,2
10076,20170709,10327,翡翠台,2017/7/8 22:06,2017/7/9 8:14,2
10076,20170709,10327,翡翠台,2017/7/8 22:06,2017/7/9 8:14,2
10076,20170711,10327,东方卫视-高清,2017/7/11 21:09,2017/7/11 21:33,0.3911
10076,20170711,10327,东方卫视-高清,2017/7/11 18:05,2017/7/11 20:14,0.2333
10076,20170711,10327,东方卫视-高清,2017/7/11 18:05,2017/7/11 20:14,1.9031
10076,20170712,10327,东方卫视-高清,2017/7/11 21:33,2017/7/12 7:38,2
10076,20170712,10327,东方卫视-高清,2017/7/11 21:33,2017/7/12 7:38,2
10076,20170712,10327,东方卫视-高清,2017/7/11 21:33,2017/7/12 7:38,2
10076,20170712,10327,东方卫视-高清,2017/7/11 21:33,2017/7/12 7:38,2
10076,20170712,10327,东方卫视-高清,2017/7/11 21:33,2017/7/12 7:38,0.4478
10076,20170712,10327,东方卫视-高清,2017/7/11 21:33,2017/7/12 7:38,1.6464
10076,20170714,10327,东方卫视-高清,2017/7/14 19:19,2017/7/14 19:58,0.6486
10076,20170714,10327,东方卫视-高清,2017/7/14 18:39,2017/7/14 19:19,0.6606
10076,20170714,10327,东方卫视-高清,2017/7/14 18:19,2017/7/14 18:39,0.3372
10076,20170725,10327,东方卫视-高清,2017/7/25 10:09,2017/7/25 10:20,0.1825
10076,20170827,10327,广州少儿,2017/8/27 12:27,2017/8/27 13:22,0.9178
10076,20170830,10327,中央少儿-高清,2017/8/30 18:40,2017/8/30 19:04,0.3986
10076,20170830,10327,中央少儿-高清,2017/8/30 19:04,2017/8/30 20:53,0.8961
10076,20170830,10327,中央少儿-高清,2017/8/30 19:04,2017/8/30 20:53,0.9244
10079,20170809,10051,中央4台-高清,2017/8/9 19:42,2017/8/9 19:59,0.2969
10079,20170809,10051,中央4台-高清,2017/8/9 20:01,2017/8/9 20:06,0.0772
10079,20170908,10051,湖南卫视-高清,2017/9/8 21:01,2017/9/8 22:01,0.0275
10079,20170908,10051,湖南卫视-高清,2017/9/8 21:01,2017/9/8 22:01,0.9811
10083,20170702,10881,翡翠台,2017/7/2 14:41,2017/7/2 14:51,0.1711
10083,20170702,10881,翡翠台,2017/7/2 14:31,2017/7/2 14:41,0.1697
10083,20170702,10881,翡翠台,2017/7/2 13:30,2017/7/2 14:31,0.5169
10083,20170702,10881,翡翠台,2017/7/2 13:30,2017/7/2 14:31,0.4881
10083,20170702,10881,翡翠台,2017/7/2 8:52,2017/7/2 13:30,1.5064
10083,20170702,10881,翡翠台,2017/7/2 8:52,2017/7/2 13:30,2
10083,20170702,10881,翡翠台,2017/7/2 8:52,2017/7/2 13:30,1.1183
10083,20170713,10881,翡翠台,2017/7/13 1:13,2017/7/13 14:19,0.3225
10083,20170713,10881,翡翠台,2017/7/13 1:13,2017/7/13 14:19,2
10083,20170713,10881,翡翠台,2017/7/13 1:13,2017/7/13 14:19,2
10083,20170713,10881,翡翠台,2017/7/13 1:13,2017/7/13 14:19,2
10083,20170713,10881,翡翠台,2017/7/13 1:13,2017/7/13 14:19,2
10083,20170713,10881,翡翠台,2017/7/13 1:13,2017/7/13 14:19,2
10083,20170713,10881,翡翠台,2017/7/13 1:13,2017/7/13 14:19,2
10083,20170713,10881,翡翠台,2017/7/13 1:13,2017/7/13 14:19,0.7703
10083,20170713,10881,翡翠台,2017/7/13 0:30,2017/7/13 1:13,0.7275
10083,20170714,10881,中央音乐,2017/7/14 20:59,2017/7/14 23:08,1.1431
10083,20170714,10881,中央音乐,2017/7/14 20:59,2017/7/14 23:08,1.0089
10083,20170714,10881,翡翠台,2017/7/14 19:16,2017/7/14 19:41,0.4203
10083,20170714,10881,翡翠台,2017/7/14 1:18,2017/7/14 16:25,0.4275
10083,20170714,10881,翡翠台,2017/7/14 1:18,2017/7/14 16:25,2
10083,20170714,10881,翡翠台,2017/7/14 1:18,2017/7/14 16:25,2
10083,20170714,10881,翡翠台,2017/7/14 1:18,2017/7/14 16:25,2
10083,20170714,10881,翡翠台,2017/7/14 1:18,2017/7/14 16:25,2
10083,20170714,10881,翡翠台,2017/7/14 1:18,2017/7/14 16:25,2
10083,20170714,10881,翡翠台,2017/7/14 1:18,2017/7/14 16:25,2
10083,20170714,10881,翡翠台,2017/7/14 1:18,2017/7/14 16:25,2
10083,20170714,10881,翡翠台,2017/7/14 1:18,2017/7/14 16:25,0.6903
10083,20170714,10881,翡翠台,2017/7/14 0:31,2017/7/14 1:18,0.7903
10083,20170715,10881,翡翠台,2017/7/15 0:11,2017/7/15 3:38,1.6369
10083,20170715,10881,翡翠台,2017/7/15 0:11,2017/7/15 3:38,1.8103
10083,20170715,10881,翡翠台,2017/7/14 23:09,2017/7/15 0:10,0.8386
