R61031,R73704
R86757,R32775
R22163,R76223
R49225,R16313
R28068,R99441
R58751,R20156
R66525,R92211
R64748,R16545
R78889,R13878
R87556,R85860
R76711,R99257
R29168,R80254
R23276,R89921
R20801,R96176
R84122,R96968
R59434,R60682
R16304,R14917
R36003,R58238
R20089,R77731
R70886,R49478
R99983,R70520
R42442,R19263
R86647,R88366
R19103,R52492
R71349,R43382
R67810,R89416
R53466,R79050
R71263,R92789
R17867,R85758
R63434,R70401
R67074,R95021
R13614,R40460
R78351,R37793
R53430,R59589
R89838,R14202
R74652,R55459
R78027,R95483
R38968,R96965
R30859,R74618
R52575,R59843
R30296,R43740
R10479,R80535
R29220,R29525
R72981,R31103
R13262,R38731
R88046,R44812
R14715,R62688
R18471,R24396
R92155,R77174
R26739,R86585
R23882,R12996
R74726,R73305
R42306,R13765
R55718,R51165
R89190,R25869
R21993,R45864
R68692,R77851
R56830,R58725
R77772,R49963
R29461,R24499
R69581,R88209
R13926,R75021
R76225,R65444
R86652,R13290
R97941,R32995
R80620,R69210
R40087,R95837
R64550,R41015
R22016,R40440
R78676,R25555
R51913,R57788
R56736,R86563
R92591,R94556
R48669,R85789
R28760,R15877
R13089,R58708
R50886,R68529
R41770,R41613
R81281,R98832
R78711,R20020
R84858,R52692
R85148,R58771
R36882,R94610
R45060,R86093
R98250,R61580
R33839,R45992
R17545,R70244
R68609,R33149
R54358,R97880
R58044,R67952
R32738,R80319
R19637,R82111
R77239,R26373
R36116,R43113
R98973,R66645
R98102,R97650
R61376,R45381
R98517,R34746
R96371,R26685
R49492,R52804
R79843,R37455
R91617,R65506
R34084,R97391
R70225,R78531
R33419,R75681
R31779,R21679
R65569,R41160
R31989,R18592
R44543,R48021
R35940,R69420
R18305,R89173
R22800,R79585
R11730,R99746
R47084,R48046
R10039,R61618
R64090,R83758
R47924,R11535
R34040,R29959
R75631,R51867
R23679,R26840
R21930,R78689
R16114,R14722
R76034,R74808
R29632,R59645
R80989,R64969
R54589,R53289
R92184,R49759
R34572,R67259
R82393,R74207
R76188,R77750
R35166,R93914
R56720,R26303
R66637,R95452
R32483,R50425
R65282,R45517
R49529,R20794
R21117,R38300
R15429,R18790
R61109,R67921
R39101,R11282
R94024,R91674
R47944,R99739
R14273,R99149
R77050,R74675
R20808,R94058
R64981,R40867
R59669,R15750
R69288,R70478
R96799,R39168
R48142,R12216
R60428,R75080
R44681,R62206
R79022,R64569
R82914,R69490
R28281,R88462
R76827,R13315
R43048,R32858
R92814,R50296
R23654,R67974
R57842,R28659
R80704,R23302
R55562,R33400
R52792,R44122
R63616,R23739
R89214,R31904
R22426,R89947
R85090,R40964
R76525,R85328
R41301,R44225
R76292,R45198
R20693,R63261
R85563,R19214
R50905,R43317
R64866,R70217
R18628,R27385
R42651,R40099
R58285,R47434
R27739,R48354
R43878,R66948
R77319,R14172
R14563,R19852
R96512,R36772
R55852,R47012
R72518,R47223
R91540,R31801
R47271,R94365
R11980,R11222
R61186,R76936
R89317,R58926
R90120,R47951
R52487,R47452
R10979,R25367
R49032,R91120
R82009,R53446
R80922,R55582
R29278,R77951
R47949,R86387
R15766,R82132
R57132,R52181
R62335,R94662
R40274,R83614
R33237,R90753
R55201,R31145
R40456,R26249
R33411,R16742
R49130,R99842
R82390,R41194
R37481,R56724
R96379,R39953
R31832,R15677
R49990,R15328
R41592,R95912
R81534,R57224
R54106,R28249
R41276,R15546
R60103,R12333
R76552,R10210
R37425,R16550
R50420,R41321
R41436,R45058
R98949,R22418
R62955,R75480
R63332,R17844
R51489,R91699
R13576,R60001
R31914,R63909
R74841,R90279
R79986,R12052
R72881,R71060
R46803,R81274
R58017,R12138
R88440,R97614
R35840,R62604
R34155,R48034
R86104,R17717
R23024,R98040
R22093,R18028
R94971,R40662
R77163,R93574
R31062,R86554
R82944,R69157
R22338,R33668
R20882,R61861
R52467,R69035
R96886,R28083
R29569,R80118
R59478,R12915
R84968,R73949
R62712,R25265
R47864,R63906
R31998,R42986
R79506,R38745
R53148,R90094
R25772,R10182
R64716,R73774
R14764,R65500
R96753,R55619
R36528,R43867
R54561,R35318
R61429,R93436
R13684,R79037
R56688,R44438
R84392,R44243
R10368,R62942
R92412,R74462
R51797,R74454
R54582,R67884
R74792,R94432
R50309,R42721
R94872,R74273
R34846,R40512
R34484,R98909
R62437,R32558
R73337,R60286
R76672,R46549
R28662,R29089
R52306,R73639
R79720,R98582
R90895,R96885
R28135,R57399
R35571,R28492
R85754,R83520
R83494,R56093
R58377,R16599
R13423,R33563
R60728,R20162
R54563,R24783
R20546,R94555
R48784,R21285
R28085,R73613
R78517,R60170
R45121,R37108
R35723,R77342
R36284,R22171
R60210,R15732
R66397,R17604
R70152,R39206
R81962,R77429
R96634,R96997
R62014,R64743
R56239,R49143
R22169,R51079
R13496,R42790
R54484,R16408
R14235,R89007
R88102,R29048
R67285,R13812
R57029,R44702
R15955,R35332
R27263,R66100
R81848,R63141
R85832,R62366
R40673,R88807
R57864,R86555
R65647,R10894
R62022,R43054
R95569,R57017
R83544,R70762
R12299,R45008
R65477,R23977
R50986,R75672
R79644,R25479
R75274,R46452
R56087,R19636
R26306,R50906
R77683,R72233
R24488,R68407
R13547,R51700
R79284,R84500
R92011,R78010
R83101,R20363
R87393,R10559
R75067,R59571
R38923,R15822
R38514,R70086
R60152,R68858
R77782,R30770
R38749,R24140
R26017,R29570
R90592,R85483
R21801,R23180
R81900,R76253
R86513,R78429
R57311,R78493
R20141,R84055
R94194,R23713
R15137,R60639
R57785,R75057
R93346,R54262
R12251,R54942
R76345,R32587
R17269,R79562
R70899,R58846
R84724,R38435
R10335,R69846
R47904,R61589
R27868,R37378
R33173,R72014
R94776,R75155
R65443,R17583
R32780,R41581
R13857,R80927
R36286,R40714
R33557,R79224
R65091,R55329
R77662,R53207
R41123,R23835
R49935,R30634
R92563,R60734
R87781,R91563
R97560,R41316
R47774,R11397
R61326,R70056
R41241,R26099
R10213,R81451
R97236,R44255
R23837,R60112
R85481,R48496
R65830,R66731
R22703,R81249
R75170,R28689
R48388,R94632
R49377,R70838
R26352,R35704
R56496,R47932
R66725,R95921
R18534,R29128
R61664,R87157
R56793,R35374
R57682,R83160
R91461,R92202
R48932,R67803
R15053,R92085
R14519,R31973
R63457,R10720
R27902,R27546
R11624,R18562
R61206,R63274
R98099,R36806
R69393,R34905
R56345,R47985
R36692,R63329
R87760,R11774
R55373,R51896
R14004,R39098
R62223,R99947
R77028,R21016
R33242,R64356
R87346,R69342
R63573,R15489
R38023,R27760
R76885,R85993
R99977,R91275
R46289,R93680
R93832,R33301
R81857,R69309
R39992,R98048
R72453,R85410
R92384,R26321
R28292,R56875
R38454,R63648
R61898,R92113
R30034,R20146
R79738,R76960
R34117,R76783
R83489,R11942
R15488,R20569
R51602,R99705
R26229,R29279
R88880,R30339
R10036,R49873
R70926,R62009
R18214,R86548
R82941,R97350
R62540,R89875
R19238,R18930
R42785,R89355
R86822,R82142
R90264,R53660
R95418,R61039
R53611,R69701
R14992,R43914
R29493,R17720
R62576,R47744
R42085,R16535
R86820,R55711
R96267,R83385
R23853,R95843
R36215,R46978
R21384,R65523
R24617,R32126
R34502,R28357
R31022,R15940
R49230,R36617
R73161,R37120
R95802,R43464
R17407,R92444
R87939,R56978
R24673,R32274
R45187,R36265
R14440,R80323
R21434,R19836
R33826,R61468
R33613,R47301
R68576,R59102
R34478,R68581
R11887,R63273
R49421,R86357
R67797,R81225
R82146,R80004
R89842,R59731
R58707,R97587
R85869,R59236
R50184,R49237
R28733,R99822
R20396,R71834
R39067,R10884
R80794,R36433
R36360,R41826
R48836,R39080
R33484,R64411
R62129,R57330
R30462,R79645
R24415,R16859
R17468,R49318
R21441,R45154
R55753,R12197
R20234,R41975
R22402,R23388
R61903,R53783
R41650,R21283
R92321,R16847
R32038,R97070
R58611,R66110
R61238,R56744
R43543,R28812
R56621,R20498
R39437,R56007
R72873,R36824
R47416,R24584
R70580,R63775
R84062,R48863
R94051,R94507
R84582,R43064
R79832,R17654
R53402,R33808
R47772,R67164
R55164,R94922
R17209,R78712
R86448,R82745
R82027,R41670
R94457,R80799
R62233,R82421
R80963,R41440
R12782,R96440
R51494,R26630
R99755,R25463
R66191,R12368
R21656,R86686
R82688,R82565
R56140,R55054
R19318,R44891
R94804,R11009
R98970,R62403
R31030,R96386
R14567,R42899
R32050,R40357
R42797,R42077
R33692,R97715
R24623,R58947
R20915,R25118
R86879,R40561
R56242,R41022
R98369,R74464
R62333,R26591
R87913,R12016
R62138,R17444
R32671,R24583
R21553,R37109
R19269,R31119
R42337,R27010
R25289,R57638
R47705,R31611
R73213,R57518
R80140,R42948
R77274,R33185
R86511,R73942
R93246,R97305
R80595,R35018
R93939,R15145
R29699,R50008
R24203,R82028
R29846,R65803
R14673,R89243
R88567,R83809
R82005,R10530
R93630,R74943
R71192,R96026
R25299,R19993
R57704,R39895
R58942,R63054
R66919,R80858
R56919,R87171
R72682,R49043
R16955,R38994
R61189,R71204
R36641,R17980
R12398,R64251
R71486,R97007
R50645,R44926
R31070,R85219
R34106,R52394
R75275,R68559
R85337,R73610
R65482,R88214
R17536,R46261
R19231,R88444
R82716,R33715
R40110,R16949
R46917,R74641
R19174,R79119
R16952,R26617
R28015,R51034
R28064,R13670
R62857,R91666
R53419,R44839
R39607,R82671
R56833,R40387
R61195,R36924
R52248,R91233
R25449,R36751
R33227,R38770
R36236,R63309
R77912,R54534
R78862,R46394
R64246,R85138
R14964,R38678
R55342,R10421
R26789,R67306
R90971,R30394
R86057,R92517
R11313,R41691
R29344,R50829
R36800,R90178
R93335,R91684
R15034,R83165
R64778,R97868
R84328,R97100
R91573,R70214
R53227,R52842
R10229,R87366
R84132,R54317
R11802,R92040
R40090,R89809
R52159,R39412
R57955,R20068
R16622,R33680
R24620,R73074
R36909,R32588
R33667,R81190
R16957,R35405
R28612,R89818
R39775,R66113
R57130,R31853
R62483,R39084
R72163,R22885
R37275,R61743
R99499,R67360
R32823,R78783
R61470,R16524
R41254,R30616
R76315,R11199
R48504,R71407
R47029,R58230
R86489,R83461
R75929,R13113
R32594,R84410
R92988,R18063
R78552,R66006
R88232,R85662
R91469,R33073
R49562,R48798
R16185,R89852
R23364,R56086
R62454,R34679
R36325,R59050
R70530,R25476
R16685,R75601
R45910,R90067
R55397,R57567
R15253,R23343
R15572,R53632
R57178,R49470
R88979,R75320
R53462,R24303
R47392,R40841
R81972,R33714
R50135,R53688
R64869,R14106
R53637,R70545
R10212,R49378
R46630,R65988
R17167,R32359
R57006,R39730
R69263,R82193
R74631,R14559
R77927,R12561
R49973,R41066
R10641,R88073
R85492,R90536
R56209,R12621
R28246,R39354
R68399,R81894
R80884,R47560
R25154,R82135
R73509,R52050
R23231,R23451
R89500,R63322
R94551,R67206
R90623,R12510
R66473,R86050
R67990,R65374
R53849,R65103
R47282,R18848
R56469,R41712
R35284,R89667
R37674,R12014
R55673,R55047
R71061,R60370
R60421,R83917
R41468,R40978
R92476,R22099
R24008,R18319
R97436,R64079
R29829,R11694
R48260,R10739
R20128,R29905
R29013,R18545
R55498,R88467
R65410,R63433
R76530,R33719
R89703,R89982
R52962,R96976
R43306,R76399
R90585,R44753
R24037,R44332
R34257,R71518
R95768,R33247
R47167,R64567
R70753,R32125
R74890,R69086
R24388,R78901
R33878,R10766
R64936,R98535
R19511,R81904
R63234,R65051
R12284,R52336
R52101,R32090
R73221,R85622
R50785,R98421
R22346,R33765
R33004,R16278
R86081,R34284
R38225,R33495
R80832,R76627
R25178,R75566
R96784,R18467
R78446,R50172
R29500,R19271
R64454,R48858
R64023,R41212
R19260,R19352
R47248,R60804
R49071,R97960
R53075,R93064
R70472,R82040
R48069,R71303
R89383,R96436
R27245,R26705
R96463,R84907
R88284,R12965
R77819,R15070
R12335,R26231
R96734,R38658
R42285,R53278
R78119,R12314
R71601,R35889
R23012,R38680
R65650,R58469
R65244,R66553
R93291,R44049
R18637,R51733
R96507,R46673
R82834,R16066
R82659,R49391
R39127,R19335
R66400,R61992
R32297,R93909
R78337,R94355
R27301,R88139
R56711,R13714
R38716,R31721
R76578,R42117
R91051,R61138
R80151,R67643
R47522,R94169
R61513,R23559
R20733,R27220
R50719,R46609
R64562,R63067
R10876,R85670
R69906,R29692
R14777,R11816
R75791,R86682
R77931,R98815
R80261,R72335
R10568,R76680
R83475,R72173
R16058,R25148
R17424,R81311
R13543,R69475
R86048,R51101
R78334,R27243
R43434,R34676
R30047,R76676
R15905,R51423
R43090,R40672
R98808,R46034
R85404,R77737
R69594,R86704
R39077,R10921
R84116,R55383
R18753,R82162
R58398,R56881
R59103,R20055
R10371,R40702
R90600,R48270
R82302,R30471
R25072,R73833
R26125,R64455
R91630,R50246
R39548,R75555
R44239,R28693
R22797,R47313
R25351,R96676
R32056,R74823
R19276,R26686
R49477,R65001
R13309,R55754
R59441,R85290
R87692,R13406
R54867,R60302
R86771,R93883
R33222,R58434
R26346,R20250
R25874,R90823
R19382,R54118
R67960,R23177
R13129,R70295
R28929,R90544
R39232,R93218
R85118,R41609
R35385,R76874
R22831,R74415
R32185,R62778
R30998,R66621
R89547,R21514
R46702,R79547
R47147,R27733
R75235,R51631
R38593,R45500
R34259,R69400
R31893,R38799
R67113,R84486
R32896,R43837
R91552,R22000
R89578,R16820
R45831,R12755
R28550,R90569
R43726,R72333
R64884,R25709
R93043,R22317
R15174,R34963
R37688,R67135
R87845,R11466
R27934,R20691
R79624,R44863
R63734,R57200
R87363,R43718
R74929,R83218
R66396,R43392
R14996,R62974
R44704,R18874
R13183,R74306
R83744,R27022
R46920,R42846
R43319,R24246
R96541,R81278
R77541,R30532
R80144,R28937
R36426,R60956
R51688,R31871
R18273,R76419
R98889,R62136
R37858,R19660
R26331,R93675
R20474,R36107
R31970,R40764
R68708,R89455
R39954,R53080
R37581,R39020
R46857,R66770
R39113,R75478
R47957,R24595
R81250,R99151
R48598,R41867
R40059,R80778
R49767,R46246
R33282,R30325
R30139,R28650
R53890,R84484
R38362,R72692
R82658,R25857
R56665,R42351
R56476,R75114
R44825,R91244
R12816,R80588
R61531,R54906
R29053,R90721
R73229,R41051
R44168,R19030
R22842,R19945
R64148,R16012
R74375,R30115
R66619,R30980
R70307,R49200
R81136,R68134
R55520,R65177
R39055,R99135
R36759,R43219
R26474,R88244
R86101,R32571
R56304,R83207
R22955,R67769
R39927,R81179
R33234,R52782
R26035,R63108
R45926,R11547
R89975,R48722
R69494,R23741
R96517,R51635
R13232,R60097
R19758,R37736
R78635,R57832
R66111,R74042
R51216,R82423
R40096,R81180
R35675,R39435
R23354,R87456
R93589,R87625
R67186,R19906
R77535,R31095
R30328,R66819
R48121,R38129
R34885,R20912
R44794,R33864
R39678,R61613
R79557,R70927
R63075,R39078
R70181,R91464
R74141,R43330
R13137,R69691
R91220,R27069
R33220,R24341
R41168,R33457
R90315,R96854
R60978,R16539
R95773,R12496
R56277,R59348
R65663,R69492
R44227,R55886
R32675,R87349
R99213,R19229
R39875,R67866
R31621,R61299
R36242,R24836
R67875,R38657
R80114,R55557
R31663,R58654
R63975,R75647
R88257,R45972
R20863,R10808
R18139,R85532
R23050,R72298
R88494,R13072
R55789,R74077
R30223,R44006
R60407,R60275
R70361,R14339
R95778,R57833
R27012,R74439
R59260,R78424
R11906,R27970
R30513,R89460
R12779,R52214
R26194,R75302
R68714,R43129
R38927,R85616
R29776,R46665
R56294,R99508
R96748,R51697
R40231,R27138
R92409,R57850
R52632,R25768
R66248,R85191
R68191,R16294
R82491,R17267
R52597,R23958
R37081,R36139
R78308,R55958
R47277,R30305
R69545,R92355
R40682,R16609
R65741,R89700
R54570,R54115
R29793,R55193
R37442,R13587
R40904,R33063
R60372,R79938
R49435,R12363
R65068,R58148
R72529,R23502
R82443,R17532
R60244,R93673
R16286,R42964
R70877,R12742
R84133,R49768
R37986,R82022
R26852,R93778
R93735,R23410
R37768,R84488
R10241,R11265
R17173,R35915
R21422,R68564
R95732,R82215
R78048,R12095
R99232,R66683
R60939,R90665
R20022,R67679
R33541,R66172
R77559,R68505
R75239,R19750
R47567,R52082
R91054,R25019
R93796,R83348
R44174,R31052
R38562,R82783
R29511,R86604
R63392,R44545
R78044,R51575
R31969,R94972
R31483,R71595
R10327,R83392
R83766,R90293
R16106,R62217
R48898,R10427
R80320,R36525
R28418,R96942
R31929,R29326
R77224,R28228
R16253,R73356
R28829,R95670
R99342,R22300
R35695,R45212
R92568,R18578
R40267,R84255
R61237,R40211
R25912,R51897
R66808,R74965
R70224,R15283
R72303,R23993
R23071,R93604
R37958,R25523
R12313,R46418
R54294,R33512
R93877,R40495
R51342,R70961
R25938,R61908
R10765,R24142
R16008,R90548
R15813,R97397
R99694,R81720
R55859,R10516
R48913,R59208
R42992,R43677
R97706,R57112
R65075,R82152
R76835,R82251
R37920,R71437
R51535,R63255
R15127,R71690
R80514,R83423
R35469,R38106
R56725,R49183
R24006,R70053
R52476,R99644
R27686,R33612
R60562,R64004
R38200,R34857
R42590,R61048
R28743,R39297
R25882,R59004
R13438,R84903
R22568,R31977
R56410,R37354
R84811,R43751
R83227,R61312
R54726,R69986
R61646,R10985
R94641,R22445
R13569,R68253
R94785,R84041
R34310,R83556
R72040,R71709
R94815,R40954
R18368,R81874
R30904,R48830
R37296,R93905
R38506,R95336
R86918,R81310
R47822,R16977
R10485,R69455
R23891,R46108
R69568,R30757
R68767,R50871
R86745,R42642
R80465,R33174
R42211,R16322
R34156,R33874
R34786,R49236
R80202,R46202
R75586,R71944
R54089,R16001
R16069,R88958
R91433,R15786
R84579,R47668
R91053,R33859
R48726,R17596
R14310,R98502
R62913,R46408
R78490,R20935
R80970,R40585
R28225,R98923
R56530,R94119
R71780,R48404
R59097,R32938
R82211,R90155
R70104,R71767
R58153,R45396
R30077,R16395
R56639,R62593
R12246,R97341
R40484,R73056
R48471,R67977
R56139,R64478
R39087,R22224
R20577,R77383
R65976,R72125
R26785,R71282
R62329,R71218
R34766,R10296
R30974,R25326
R52610,R82130
R14824,R20955
R97118,R49439
R69060,R10477
R66707,R32493
R25748,R67696
R55665,R12931
R44286,R65812
R67725,R15411
R33054,R87422
R74771,R35214
R69760,R94590
R81892,R35015
R24747,R84920
R93571,R20165
R12662,R30205
R33983,R25971
R32357,R92338
R55898,R63788
R87684,R47605
R75360,R51225
R20938,R74459
R92690,R77310
R46889,R15306
R84791,R39920
R85384,R47432
R38690,R10419
R99946,R36119
R27185,R28062
R16890,R95869
R16586,R46832
R71098,R88707
R52535,R21875
R64974,R84060
R78939,R60807
R88421,R41883
R77124,R85988
R88600,R47609
R90024,R15657
R72602,R85795
R75410,R33760
R30895,R50558
R39345,R96439
R74164,R26062
R67484,R36916
R30727,R42747
R99281,R52123
R84627,R87886
R33629,R37837
R44273,R18251
R79721,R47334
R19771,R92673
R56395,R58065
R58599,R72661
R19918,R11069
R43904,R48182
R35204,R27279
R54556,R23175
R94210,R15132
R44192,R11152
R86790,R90368
R48223,R74804
R94570,R38380
R39773,R34785
R79411,R29877
R91811,R33053
R10231,R33320
R38898,R38228
R62903,R16927
R46674,R52765
R97512,R57007
R69610,R79769
R15198,R26644
R51647,R38399
R11311,R26587
R93561,R36963
R64305,R81503
R53410,R64734
R39318,R99175
R82796,R50273
R50267,R25960
R27221,R19431
R45125,R86953
R28655,R51592
R87748,R72491
R77586,R82075
R64339,R65480
R38385,R35263
R27003,R20916
R66431,R61899
R87201,R84794
R22435,R21218
R66566,R85577
R72197,R54682
R99959,R99789
R65449,R33374
R49722,R73261
R60592,R44721
R40825,R44679
R82502,R17434
R32076,R86786
R54284,R61005
R67315,R17803
R26473,R35337
R40155,R61112
R66447,R46529
R43522,R20291
R28351,R81988
R98806,R48532
R51834,R10150
R45578,R96615
R24552,R71720
R92589,R91460
R89381,R11666
R14520,R27391
R57271,R85767
R20308,R41242
R17511,R82000
R12632,R61212
R95550,R49657
R28844,R25879
R53790,R77375
R71742,R22312
R17120,R78855
R10576,R24889
R96866,R28231
R89242,R78748
R45925,R57841
R37363,R36862
R59460,R18361
R82340,R68930
R21350,R48535
R28272,R63936
R87269,R97783
R82614,R63730
R52210,R27781
R96170,R41959
R57019,R48401
R22900,R80761
R43162,R73332
R41358,R77587
R46525,R42856
R84074,R66810
R39186,R51045
R16628,R86876
R37366,R34520
R10611,R27944
R89357,R63990
R43853,R23139
R65927,R80277
R14537,R51202
R50000,R11809
R19454,R10166
R51624,R29456
R89015,R70050
R51069,R24077
R90186,R93521
R21331,R67071
R28910,R35210
R13849,R57947
R91902,R66203
R47477,R84884
R97563,R93310
R33377,R97728
R96758,R72294
R37074,R81169
R39045,R33322
R37987,R43264
R77773,R33087
R73531,R51912
R31491,R21313
R17377,R91158
R11102,R66043
R58941,R29947
R97607,R54938
R36798,R35918
R46304,R35421
R90365,R67611
R69621,R54948
R43270,R92646
R46288,R68800
R46206,R12804
R77968,R89087
R31402,R69470
R54653,R64832
R28330,R43709
R34223,R93179
R70343,R16740
R70451,R40457
R39795,R85636
R70239,R76688
R57535,R82438
R87523,R65643
R82112,R84355
R73746,R37915
R43531,R29518
R66577,R10103
R43196,R65347
R92231,R42396
R79595,R60024
R69128,R34068
R92836,R28433
R66750,R73209
R71460,R43881
R32426,R84462
R88585,R46336
R63203,R63485
R13004,R44205
R87458,R38634
R16413,R54702
R27479,R19568
R62733,R96673
R12859,R63710
R63209,R69422
R24779,R14427
R50663,R89356
R27471,R12541
R54759,R97791
R92159,R31675
R44285,R23796
R86131,R96248
R59411,R56520
R37298,R36499
R34993,R27609
R17452,R47324
R14674,R96127
R28507,R75575
R27669,R91651
R80138,R53926
R26227,R44573
R90844,R75581
R41461,R24113
R51095,R50412
R74554,R62148
R73797,R23769
R37603,R63777
R18354,R17703
R33139,R46653
R27994,R12211
R88539,R27947
R91966,R44037
R93167,R62241
R65842,R15428
R23042,R87135
R50208,R22924
R41946,R41457
R37224,R37764
R51058,R95519
R45899,R93866
R47328,R63762
R52055,R36640
R72464,R28506
R99706,R14982
R70069,R85093
R17268,R64499
R74401,R31004
R68980,R39731
R42245,R20489
R89836,R16884
R29114,R53011
R60710,R66502
R32719,R80061
R69804,R66333
R29957,R96271
R26023,R47134
R37845,R50432
R34653,R98026
R37045,R65058
R85609,R70716
R49447,R35623
R86043,R86800
R52978,R75278
R54577,R89720
R44757,R67044
R69611,R95411
R65461,R28380
R61805,R12427
R20056,R15379
R14205,R78917
R25050,R63568
R82857,R90556
R29334,R89948
R75345,R79094
R68316,R20254
R49998,R83195
R71507,R90761
R95382,R38458
R66805,R87450
R92606,R80614
R47438,R11881
R66358,R72988
R80500,R36127
R10374,R52433
R19831,R21877
R62414,R65044
R12308,R89540
R82709,R10870
R63530,R30512
R22120,R98007
R40024,R88153
R90551,R54330
R93400,R34215
R17863,R65861
R42017,R35891
R10062,R37600
R60018,R39656
R29397,R19368
R55979,R64870
R36177,R66124
R81141,R47849
R91818,R22303
R53237,R40509
R36303,R26238
R96477,R12031
R25469,R98364
R51111,R55375
R30675,R97879
R66872,R30277
R45580,R61003
R30341,R22866
R57952,R81132
R26266,R25033
R45335,R80049
R15086,R25635
R10418,R93115
R61199,R93568
R61697,R90620
R25057,R36590
R94755,R74119
R24937,R43450
R52325,R26622
R16653,R72634
R46838,R26057
R28637,R54848
R67172,R40983
R27004,R87696
R49691,R13585
R47210,R33523
R43092,R89409
R92718,R74753
R56883,R52539
R22750,R92142
R89701,R13645
R14450,R35296
R34296,R91082
R86390,R60717
R45825,R51382
R44416,R54511
R95940,R92012
R55250,R85596
R37598,R61440
R65416,R33483
R88330,R64150
R94721,R88356
R78286,R63042
R22781,R47165
R76199,R93712
R17202,R69187
R97651,R76067
R61539,R96614
R84633,R20069
R52627,R80313
R95281,R42343
R58960,R11966
R69697,R99533
R70054,R73138
R20532,R81505
R55994,R73669
R75680,R63297
R81340,R49469
R52676,R92339
R91758,R31024
R17497,R38629
R69811,R22306
R73570,R37691
R99731,R63724
R90912,R99615
R10838,R69227
R36809,R96786
R31010,R77473
R71141,R46837
R95141,R16104
R11425,R40414
R98098,R17697
R19558,R15482
R66767,R22824
R56055,R26628
R22926,R69478
R41880,R24310
R17421,R26241
R69161,R58352
R20830,R77299
R30012,R27281
R72590,R61661
R60213,R96070
R89475,R48943
R30046,R55762
R53356,R55550
R36355,R80296
R94858,R69476
R25085,R61790
R86179,R51105
R60550,R31746
R78502,R44154
R38661,R62314
R43116,R95794
R37002,R15361
R47866,R52285
R47631,R92069
R63094,R28862
R91599,R29440
R75908,R29836
R11245,R65000
R45762,R32765
R18295,R67190
R75197,R92820
R41693,R41570
R65379,R80117
R85143,R87039
R29637,R65777
R50864,R33013
R59663,R50779
R99263,R18940
R55007,R43314
R39523,R96862
R43494,R56653
R43170,R39695
R32325,R51180
R63043,R66516
R85393,R45467
R71101,R32298
R95573,R89435
R61904,R10073
R47655,R63825
R87150,R58525
R79116,R64309
R96755,R45648
R55483,R65493
R72863,R63403
R21625,R64862
R89730,R59158
R34689,R95908
R17962,R96145
R16415,R59632
R77669,R41611
R21916,R76662
R88270,R51876
R18091,R22910
R50490,R82386
R18443,R80741
R29654,R61062
R36290,R76905
R18881,R58089
R11902,R64609
R99389,R47855
R22134,R92810
R29268,R97438
R20606,R96713
R26468,R47194
R91001,R50739
R66708,R97293
R36813,R42449
R95755,R41438
R37628,R74824
R25349,R30168
R68546,R61604
R11269,R79336
R77642,R58344
R24466,R47397
R80010,R14113
R18825,R12918
R58804,R35674
R67966,R91191
R65176,R18411
R44893,R60472
R13877,R61037
R11553,R36856
R65494,R69947
R53509,R82570
R39476,R23646
R78752,R77136
R80460,R32206
R18850,R62553
R62516,R42547
R50101,R90400
R85759,R79188
R86797,R12989
R72436,R50153
R96065,R40739
R71295,R52383
R79957,R59575
R17824,R56714
R88167,R14359
R90331,R71318
R87698,R94962
R28175,R48334
R56474,R82255
R79522,R76667
R19980,R86279
R15041,R11149
R17479,R49213
R74047,R44171
R15522,R33450
R14874,R40807
R62309,R14087
R23336,R24831
R20583,R81429
R28148,R35975
R24165,R38032
R86059,R50870
R55749,R26904
R78250,R58080
R63163,R56630
R40622,R97008
R96841,R64819
R63591,R60425
R79297,R79973
R40565,R83623
R48258,R18861
R55207,R65704
R54866,R98422
R65537,R32870
R93648,R62058
R52886,R31304
R14502,R99781
R65689,R62966
R85994,R63983
R85766,R25955
R50858,R15874
R77129,R57830
R32025,R37640
R81653,R16386
R97492,R78421
R50051,R21031
R37022,R15272
R84952,R32642
R94920,R76655
R42974,R74564
R60022,R33465
R37649,R43912
R40596,R45895
R39794,R22945
R67689,R61837
R82563,R86395
R51501,R58387
R62111,R73066
R27063,R94769
R37811,R53158
R57759,R31078
R48383,R78814
R21048,R99924
R83846,R49141
R78275,R19365
R99385,R61123
R59094,R66979
R45540,R63167
R24854,R84815
R13065,R25024
R35085,R81478
R28538,R93419
R49994,R45756
R38491,R97094
R36373,R52736
R65610,R53690
R16352,R99558
R38114,R68611
R42952,R17940
R42073,R59162
R13507,R56907
R86997,R22618
R30996,R91749
R71325,R58264
R71163,R46158
R94377,R67065
R65844,R12393
R70082,R69532
R54267,R74137
R96579,R59157
R69304,R22500
R67743,R13308
R98057,R78818
R29092,R66405
R37954,R27209
R84263,R92879
R81521,R70165
R21043,R11714
R68574,R96498
R91899,R89030
R39603,R33762
R64751,R45615
R29992,R61947
R47482,R17365
R85971,R99032
R93869,R69087
R97992,R40784
R78535,R43449
R65386,R30420
R52002,R91707
R91011,R65387
R71870,R37728
R55416,R53498
R46943,R46960
R13224,R67416
R76599,R36905
R88542,R61159
R67520,R68825
R20287,R79604
R23948,R59538
R93290,R88100
R28997,R18404
R46251,R82487
R65909,R47027
R48042,R14604
R26967,R60934
R65664,R53287
R59271,R51660
R55766,R27596
R45687,R82166
